,式別,馬番,配当,人気
0,単勝,5,340,2
1,複勝,5,160,2
2,複勝,14,140,1
3,複勝,11,190,4
4,枠連,4-8,510,1
5,馬連,5-14,620,1
6,ワイド,5-14,280,1
7,ワイド,5-11,560,5
8,ワイド,11-14,450,4
9,馬単,5→14,1330,2
10,3連複,5-11-14,1430,2
11,3連単,5→14→11,5770,6
