,式別,馬番,配当,人気
0,単勝,15,250,1
1,複勝,15,120,1
2,複勝,4,160,4
3,複勝,5,130,2
4,枠連,2-8,1050,3
5,馬連,4-15,1090,4
6,ワイド,4-15,420,4
7,ワイド,5-15,260,1
8,ワイド,4-5,480,6
9,馬単,15→4,1550,4
10,3連複,4-5-15,1370,2
11,3連単,15→4→5,5750,6
