,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ブランデーロック,牡7,54.0,原,青木,488(-2),美浦,2019107075,01184,マクフィ,グローリールピナス,マーベラスサンデー,-3.1683702149595274,14
1,2,2,ウインオーディン,牡6,57.0,三浦,鹿戸,496(+6),美浦,2020105217,01122,エピファネイア,ピエナビーナス,フジキセキ,-1.3373397208686686,8
2,3,3,レイニング,牡4,56.0,ルメール,国枝,472(+8),美浦,2022104750,05339,サートゥルナーリア,クルミナル,ディープインパクト,-1.0031381760313542,3
3,3,4,パンジャ,牡5,57.0,津村,金成,502(+6),美浦,2021105155,01092,ゴールドシップ,ノッテビアンカ,Kendargent,-1.1532781397928065,5
4,4,5,ユキワリザクラ,牝5,54.0,戸崎圭,田中剛,476(0),美浦,2021103678,05386,サトノダイヤモンド,ユキアカリノマチ,キングカメハメハ,-1.0996368589660077,4
5,4,6,ログラール,セ5,56.0,横山武,松永幹,474(+2),栗東,2021105662,01170,モーリス,ディアデラマドレ,キングカメハメハ,-3.0678199414647858,13
6,5,7,グーテンベルク,牡4,56.0,岩田望,金成,486(+2),美浦,2022102391,01174,リアルスティール,アトラクティヴ,スクリーンヒーロー,0.18990187666971758,1
7,5,8,サクラファレル,牡4,56.0,キング,堀,520(+6),美浦,2022104094,05643,サートゥルナーリア,サクラレーヌ,シンボリクリスエス,-2.292673382843796,10
8,6,9,ダニーデン,牡6,53.0,武藤,辻,506(-4),美浦,2020103679,01169,リアルスティール,リアリサトリス,Numerous,-2.719244932488929,12
9,6,10,マルチャン,牡6,54.0,大野,武市,476(-6),美浦,2020103066,01096,ラブリーデイ,ミオリチャン,スウェプトオーヴァーボード,-2.4810543818343427,11
10,7,11,ライトトラック,牡4,56.0,坂井,友道,474(0),栗東,2022105580,01163,キタサンブラック,レッドレイチェル,Medaglia d'Oro,-2.2033072883534097,9
11,7,12,ウイントレメンデス,牡5,57.0,横山和,長谷川,476(-4),栗東,2021106193,01140,ゴールドシップ,イクスキューズ,ボストンハーバー,-1.2424420332256683,7
12,8,13,ディヴァインスター,牡4,55.0,菅原明,林,504(+8),美浦,2022105984,01179,アドマイヤマーズ,メジロマリアン,メジロベイリー,-1.2212617974764814,6
13,8,14,アスクセクシーモア,牡4,55.0,武豊,福永,474(-4),栗東,2022105202,00666,キタサンブラック,アイムオールレディセクシー,Ready's Image,-0.74391327083237,2
