,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,フジフォンテ,セ7,60.0,石神深,粕谷,482(+2),美浦,2019105759,01059,ロージズインメイ,シチリアーナ,メイショウオウドウ
1,2,2,ライツフォル,牡6,60.0,難波,高橋忠,496(-4),栗東,2020103398,01066,ミッキーアイル,シャルマント,エンパイアメーカー
2,3,3,リケアキャンディ,牝4,57.0,▲小林凌,蛯名利,452(+14),美浦,2022100765,01177,ディーマジェスティ,タッキーナ,アグネスタキオン
3,4,4,グラニットピーク,セ6,57.0,▲坂口,田島,508(+2),美浦,2020103507,01211,ダイワメジャー,トレジャーステイト,Oasis Dream
4,5,5,ルルフィーユ,牝5,58.0,小野寺,谷,468(+8),栗東,2021102894,01123,マクフィ,デューフォール,Medaglia d'Oro
5,5,6,マテンロウノカゼ,牡5,60.0,森一,昆,492(+6),栗東,2021107052,01139,ドゥラメンテ,ゼフィランサス,キングヘイロー
6,6,7,チャイボーグ,牝6,58.0,大江圭,的場,496(+8),美浦,2020104778,01120,シャンハイボビー,アンスタンフィール,スタチューオブリバティ
7,6,8,メイショウカゼマチ,牡6,60.0,黒岩,角田,470(+6),栗東,2020106534,01072,ミッキーアイル,メイショウマイカゼ,メイショウボーラー
8,7,9,パーセルペーパー,牡5,60.0,江田勇,和田雄,446(+4),美浦,2021106840,01023,ロージズインメイ,ビジュティエ,オルフェーヴル
9,7,10,タガノバルコス,牡7,60.0,高田,秋山,490(+4),栗東,2019100549,01046,キタサンブラック,タガノレヴェントン,キングカメハメハ
10,8,11,メイショウコガシラ,牡6,60.0,中村,本田,512(+2),栗東,2020100979,01101,メイショウボーラー,マイラッキー,Elusive Quality
11,8,12,ブラックバラード,セ5,60.0,伴,嘉藤,454(-8),美浦,2021103267,01149,ダノンバラード,メイショウグレア,ジャングルポケット
