,式別,馬番,配当,人気
0,単勝,3,280,1
1,複勝,3,140,2
2,複勝,10,220,4
3,複勝,14,190,3
4,枠連,3-6,1210,5
5,馬連,3-10,1620,6
6,ワイド,3-10,710,9
7,ワイド,3-14,550,4
8,ワイド,10-14,860,12
9,馬単,3→10,2680,10
10,3連複,3-10-14,3070,7
11,3連単,3→10→14,14980,34
