,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,アーリドラータ,牡3,57.0,渡辺竜,小栗,栗東,2022107173,05558,エポカドーロ ,シーエーパイロット ,パイロ Pyro(米) ,-2.0009923762382966,5
1,1,2,コパノディラン,牡3,57.0,荻野琢,梅田,栗東,2022104307,01112,コパノリッキー ,コパノディール ,エンパイアメーカー Empire Maker(米) ,-3.0827608746242814,12
2,2,3,シーク,セ3,57.0,シュタルケ,角田,栗東,2022100785,05115,キズナ ,セレブラール ,ボストンハーバー Boston Harbor(米) ,-1.0113821323956373,2
3,2,4,アインホルン,牡3,54.0,▲森田,寺島,栗東,2022104823,01222,リオンディーズ ,シンハディーパ ,ウォーエンブレム War Emblem(米) ,-3.1798142148706834,13
4,3,5,ソリスクラヴィス,牡3,57.0,レーン,西園正,栗東,2022104749,05585,ヘニーヒューズ Henny Hughes(米) ,クラーベセクレタ ,ワイルドラッシュ Wild Rush(米) ,-2.3505487552139313,9
5,3,6,タイセイアビリティ,牡3,57.0,岩田望,小林,栗東,2022102799,01174,フォーウィールドライブ Four Wheel Drive(米) ,ブラジリアンビューティ Brazilian Beauty(英) ,Galileo (愛) ,-2.556591661062611,11
6,4,7,ゾーンサイレンス,牡3,57.0,川須,小椋,栗東,2022101049,01128,サートゥルナーリア ,スプリングサンダー ,クロフネ ,-2.2256960043043916,8
7,4,8,タガノテツ,牡3,57.0,田中健,荒川,栗東,2022107135,01114,デクラレーションオブウォー ,タガノハツコイ ,ゴールドアリュール ,-5.0075435113328055,15
8,5,9,モズケイスター,牡3,56.0,☆高杉,高柳大,栗東,2022102127,01213,モズアスコット ,モズレディーモー ,Uncle Mo (米) ,-2.420721600206875,10
9,5,10,オプティクス,牡3,57.0,和田竜,渡辺,栗東,2022100289,01018,サトノアラジン ,ミーヤチャスカ ,First Samurai ,-2.06968392977692,7
10,6,11,サルタール,セ3,56.0,☆吉村,小崎,栗東,2022106617,01216,マジェスティックウォリアー Majestic Warrior(米) ,イグレット ,Distorted Humor (米) ,-3.931197067877492,14
11,6,12,レーヴセクレタ,牡3,57.0,藤岡佑,千田,栗東,2022101738,01093,ルヴァンスレーヴ ,セクレタ ,スズカマンボ ,-1.7349358305131248,4
12,7,13,ボーヌロマネ,牡3,57.0,鮫島駿,橋口,栗東,2022102529,01157,マクフィ Makfi(英) ,リサプシュケ ,ワイルドラッシュ Wild Rush(米) ,-6.173147775101486,16
13,7,14,ディアウス,牡3,57.0,北村友,吉岡,栗東,2022102905,01102,シニスターミニスター Sinister Minister(米) ,パドックシアトル Paddock Seattle(亜) ,Seattle Fitz ,-1.01262638007479,3
14,8,15,サンダーエフェクト,牡3,57.0,菱田,小崎,栗東,2022101647,01144,サンダースノー Thunder Snow(愛) ,ゴールデンチャンス ,ステイゴールド ,-2.0300186884672624,6
15,8,16,トリプレーテ,牡3,57.0,坂井,武英,栗東,2022106722,01163,Saxon Warrior (安平町) ,ザフィーナ Zaffinah(愛) ,Casamento (愛) ,-0.5471986238898916,1
