,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,オドラニャソンソン,牡3,55.0,◇永島,音無,栗東,2022102756,1187,ディープブリランテ ,キイレ ,フジキセキ ,-1.6302579319967316,14,-0.800328516457774,14,,
1,1,2,サンライズロジャー,牡3,57.0,松山,新谷,栗東,2022105389,1126,ロジャーバローズ ,センシュアルドレス ,アグネスタキオン ,-2.241039363847053,16,-1.0115674699829778,16,,
2,2,3,アルムウーリエ,牡3,57.0,藤懸,平田,栗東,2022106563,1138,ノーブルミッション Noble Mission(英) ,タガノトリオンフ ,ワイルドラッシュ Wild Rush(米) ,-0.053149783749113944,11,-0.2548851590481472,11,,
3,2,4,レッドボブ,牡3,57.0,北村友,田中克,栗東,2022105055,1102,レッドファルクス ,マコトクラダリング ,シンボリクリスエス ,0.8482638894955726,3,0.056869048103619015,3,,
4,3,5,ヴォルオヴァン,牡3,56.0,☆松本,新谷,栗東,2022103563,1191,ルヴァンスレーヴ ,マイネホコモモラ ,ロージズインメイ Roses in May(米) ,0.3899954693318171,6,-0.10162323155815527,6,,
5,3,6,カンプウ,牡3,57.0,城戸,奥村豊,栗東,2022103837,1147,イスラボニータ ,ラスエモーショネス ,Fastnet Rock (豪) ,-0.03637699344070809,10,-0.24908428415626999,10,,
6,4,7,ハギノヴェルドン,牡3,57.0,西村淳,高野,栗東,2022106651,1171,ブリックスアンドモルタル Bricks and Mortar(米) ,ハギノエスカーダ ,タートルボウル Turtle Bowl(愛) ,0.11810964499648027,9,-0.19565503084999825,9,,
7,4,8,スーパーチャンド,牝3,55.0,小崎,西村,栗東,2022102286,1152,シュヴァルグラン ,グレイスフルアート ,ダイワメジャー ,0.8263986407832841,4,0.04930694484425862,4,,
8,5,9,ロックウイズユー,牡3,57.0,坂井,西園正,栗東,2022103143,1163,ダノンレジェンド ,エステーラブ ,マイネルラヴ ,-0.2022963343742041,13,-0.3064675412769158,13,,
9,5,10,テイエムバゴオウ,牡3,57.0,田中健,木原,栗東,2022103749,1114,バゴ Bago(仏) ,シーズアウーマン ,ネオユニヴァース ,0.7738013238572466,5,0.031116145965466885,5,,
10,6,11,メイショウゲキハ,牡3,57.0,菱田,藤原,栗東,2022102563,1144,トランセンド ,エメラルドタワー ,アドマイヤマックス ,-0.12184866917436538,12,-0.2786446905414593,12,,
11,6,12,コンセントレイト,牡3,57.0,鮫島駿,渡辺,栗東,2022106635,1157,ジャスタウェイ ,ケープジャスミン ,クロフネ ,0.8539291231217699,2,0.058828370964905646,2,,
12,7,13,ダンタリオン,牡3,57.0,藤岡佑,上村,栗東,2022101750,1093,リオンディーズ ,ビガップ ,ネオユニヴァース ,1.883608800466713,1,0.414943416652506,1,,
13,7,14,タマモマサユメ,牝3,54.0,☆田口,大橋,栗東,2022107127,1208,ルヴァンスレーヴ ,チャームドリーム ,フレンチデピュティ French Deputy(米) ,-1.753511388394331,15,-0.8429557637676981,15,,
14,8,15,アンファング,牡3,57.0,中井,森田,栗東,2022101477,1141,ロジャーバローズ ,アイリッシュペコ ,Sea The Stars Sea the Stars(愛) ,0.20222522911448232,8,-0.16656362918374334,8,,
15,8,16,メイショウズイウン,牡3,57.0,武豊,本田,栗東,2022100154,666,ホッコータルマエ ,アクアブルーハート ,エンパイアメーカー Empire Maker(米) ,0.20999992683726604,7,-0.16387474749007377,7,,
