,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,フェイトライン,牡3,57.0,Ｍデムーロ,斉藤崇,栗東,2022104992,5212,サトノアラジン ,フェイトカラー ,サクラバクシンオー ,1.0983563643326635,4,0.16164569328287706,4,,
1,1,2,センビトウリョウ,牝3,52.0,▲今村,今野,栗東,2022102747,1193,フォーウィールドライブ Four Wheel Drive(米) ,ペプチドスピカ ,ヨハネスブルグ Johannesburg(米) ,-1.7868841483637994,16,-0.7538385568054083,16,,
2,2,3,ウォーターカルエル,牡3,57.0,菱田,岡田,栗東,2022100406,1144,イスラボニータ ,ウォータールナ ,ロードカナロア ,-0.2491820954096332,12,-0.26592706221311646,12,,
3,2,4,サンジャシント,牡3,57.0,武豊,石坂,栗東,2022110013,666,Earthlight (愛) ,Alice Rose ,Manduro (独) ,-0.1906751826651401,11,-0.24736287080405595,11,,
4,3,5,バルミラクル,牡3,57.0,鮫島良,河嶋,栗東,2022106177,1099,マクフィ Makfi(英) ,ミラクルクロス ,フジキセキ ,1.1919787593021074,3,0.19135199598897926,3,,
5,3,6,スマートブル,牡3,57.0,鮫島駿,茶木,栗東,2022100497,1157,オーヴァルエース ,エコロシンフォニー ,ワイルドラッシュ Wild Rush(米) ,-0.5788777674584942,13,-0.37053920589916295,13,,
6,4,7,ブルーカミング,牡3,55.0,△高杉,牧浦,栗東,2022104205,1213,ロジャーバローズ ,ミーシャレヴュー ,アグネスタキオン ,-0.06519324524653024,10,-0.20754756359767657,10,,
7,4,8,ディープオーシャン,牡3,57.0,松山,藤岡,栗東,2022106916,1126,アジアエクスプレス ,テイエムプリンセス ,ネオユニヴァース ,-0.9224878418672473,15,-0.47956637708597316,15,,
8,5,9,アイルビリーヴ,牡3,57.0,小崎,新谷,栗東,2022103176,1152,オルフェーヴル ,ジェルミナーレ ,アドマイヤムーン ,1.4204882993247125,1,0.2638578699239409,1,,
9,5,10,レーティッシュ,牡3,57.0,坂井,高橋一,栗東,2022110152,1163,American Pharoah (米) ,Bernina Star ,Harlan's Holiday ,0.24983676931395246,9,-0.10758881999689782,9,,
10,6,11,レッドシュテルン,牡3,57.0,Ａルメート,中内田,栗東,2022104693,5659,Saxon Warrior (安平町) ,エリーシエズワールド ,Champs Elysees ,1.2269209478666736,2,0.20243912136161565,2,,
11,6,12,ダニエルバローズ,牡3,57.0,西村淳,杉山晴,栗東,2022101431,1171,American Pharoah (米) ,ターフウォー Turf War(米) ,War Front ,0.4777601764044031,7,-0.035268925520315575,7,,
12,7,13,ナリタヒカリ,牝3,55.0,幸,荒川,栗東,2022102739,732,ルヴァンスレーヴ ,ナリタモード ,ナリタセンチュリー ,0.7213788771592795,5,0.04203107168498631,5,,
13,7,14,ブレイジングスター,牡3,55.0,◇永島,高橋康,栗東,2022103644,1187,モーニン ,ヴァーチュスター ,シンボリクリスエス ,-0.7316117152886857,14,-0.4190015517857696,14,,
14,8,15,ロンティケチャップ,牡3,56.0,☆田口,牧田,栗東,2022104106,1208,リーチザクラウン ,ニシノオマージュ ,ストリートセンス Street Sense(米) ,0.6654276747403675,6,0.024277804890550377,6,,
15,8,16,ミライエイゴウ,牡3,57.0,藤岡佑,四位,栗東,2022102133,1093,ミッキーアイル ,スターリングブルス ,ハードスパン Hard Spun(米) ,0.3598735812314817,8,-0.0726742373833745,8,,
