,式別,馬番,配当,人気
0,単勝,8,390,1
1,複勝,8,200,1
2,複勝,17,390,8
3,複勝,5,340,7
4,枠連,4-8,1060,5
5,馬連,8-17,2770,14
6,ワイド,8-17,1050,16
7,ワイド,5-8,1060,15
8,ワイド,5-17,3010,32
9,馬単,8→17,4360,13
10,3連複,5-8-17,12290,45
11,3連単,8→17→5,54510,214
