,式別,馬番,配当,人気
0,単勝,4,530,3
1,複勝,4,180,3
2,複勝,6,190,4
3,複勝,1,140,1
4,枠連,2-3,2450,11
5,馬連,4-6,2200,8
6,ワイド,4-6,670,8
7,ワイド,1-4,390,2
8,ワイド,1-6,480,5
9,馬単,4→6,4000,15
10,3連複,1-4-6,1470,3
11,3連単,4→6→1,10670,24
