,race_type,course_len,ground_state,class,馬体重
0,芝,1000,全,all,468.2
1,芝,1000,良,all,468.1
2,芝,1000,稍重,all,467.3
3,芝,1000,重,all,471.6
4,芝,1000,不良,all,492.5
5,芝,1000,全,未勝利,454.2
6,芝,1000,良,未勝利,458.2
7,芝,1000,稍重,未勝利,444.4
8,芝,1000,重,未勝利,404.0
9,芝,1000,不良,未勝利,
10,芝,1000,全,新馬,
11,芝,1000,良,新馬,
12,芝,1000,稍重,新馬,
13,芝,1000,重,新馬,
14,芝,1000,不良,新馬,
15,芝,1000,全,1勝クラス,462.1
16,芝,1000,良,1勝クラス,460.6
17,芝,1000,稍重,1勝クラス,472.7
18,芝,1000,重,1勝クラス,460.0
19,芝,1000,不良,1勝クラス,
20,芝,1000,全,2勝クラス,483.5
21,芝,1000,良,2勝クラス,478.0
22,芝,1000,稍重,2勝クラス,485.0
23,芝,1000,重,2勝クラス,485.0
24,芝,1000,不良,2勝クラス,498.0
25,芝,1000,全,3勝クラス,474.4
26,芝,1000,良,3勝クラス,474.7
27,芝,1000,稍重,3勝クラス,495.0
28,芝,1000,重,3勝クラス,486.0
29,芝,1000,不良,3勝クラス,486.0
30,芝,1000,全,オープン,492.2
31,芝,1000,良,オープン,485.0
32,芝,1000,稍重,オープン,501.4
33,芝,1000,重,オープン,494.0
34,芝,1000,不良,オープン,488.0
35,芝,1200,全,all,462.9
36,芝,1200,良,all,462.9
37,芝,1200,稍重,all,460.5
38,芝,1200,重,all,466.8
39,芝,1200,不良,all,
40,芝,1200,全,未勝利,457.3
41,芝,1200,良,未勝利,458.4
42,芝,1200,稍重,未勝利,446.8
43,芝,1200,重,未勝利,457.3
44,芝,1200,不良,未勝利,
45,芝,1200,全,新馬,464.0
46,芝,1200,良,新馬,468.8
47,芝,1200,稍重,新馬,436.0
48,芝,1200,重,新馬,476.0
49,芝,1200,不良,新馬,
50,芝,1200,全,1勝クラス,459.1
51,芝,1200,良,1勝クラス,457.6
52,芝,1200,稍重,1勝クラス,448.6
