,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ゴヴェルナーレリコ,牝5,54.0,△長浜,辻,454(+10),美浦,2021105085,01214,エイシンフラッシュ,スターズバース,タートルボウル,-2.561553151752876,7
1,2,2,テーオーマルコーニ,牡4,57.0,松山,奥村豊,504(0),栗東,2022102228,01126,コパノリッキー,リーグルメアリー,Afternoon Deelites,0.2282404023433402,1
2,3,3,イデアユウシン,牡6,58.0,江田照,松永康,558(+16),美浦,2020106549,00689,ドレフォン,コウヨウマリア,ダンスインザダーク,-4.91587969553929,10
3,4,4,ホウオウベルクソン,牡5,58.0,ハマーハン,大竹,550(+16),美浦,2021105767,05676,リアルスティール,ベルワトリング,Dushyantor,-3.149892838875495,9
4,5,5,シグムンド,牡5,58.0,原,岩戸,512(0),美浦,2021106353,01184,アポロキングダム,アポロプリンセス,カネヒキリ,-0.08528716630438468,2
5,6,6,ラファールドール,セ5,58.0,西村淳,田島,498(-6),美浦,2021104889,01171,ニューイヤーズデイ,ティックルゴールド,ステイゴールド,-3.1097293586595165,8
6,6,7,シャンバラ,牡7,58.0,荻野極,橋口,526(-2),栗東,2019100615,01160,ワンアンドオンリー,アンシャンタン,Unbridled's Song,-1.4258580893821806,3
7,7,8,ダディーズトリップ,牡10,58.0,横山典,千田,480(+4),栗東,2016100126,00660,ドリームジャーニー,ヴードゥーレディ,デインヒル,-2.054484954849237,4
8,7,9,タッチャブル,牡6,58.0,菅原明,中村,524(+2),栗東,2020105670,01179,リアルスティール,フルボイス,ルーラーシップ,-5.230546314085213,11
9,8,10,ジーティーダーリン,牡4,57.0,ルメール,田中克,510(+2),栗東,2022105710,05339,サートゥルナーリア,ディアマイダーリン,ハーツクライ,-2.2992591196498453,5
10,8,11,インペリアルライン,セ7,58.0,木幡巧,中舘,488(+4),美浦,2019104953,01162,ドゥラメンテ,ルーヴインペリアル,Giant's Causeway,-2.4406840417878466,6
