,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,ビートザレコード,牡6,59.0,上野,戸田,美浦,2019104588,01087,ジャスタウェイ ,ビートリックスキッド Beatrix Kiddo(仏) ,Victory Note 
1,2,2,ヴァトレニ,セ7,59.0,森一,長谷川,栗東,2018104331,01139,グラスワンダー ,チアフルスマイル ,サンデーサイレンス Sunday Silence(米) 
2,3,3,ワールドスケール,牡8,59.0,黒岩,村山,栗東,2017106372,01072,ワールドエース ,アモーレヴォレ ,アグネスデジタル 
3,4,4,リレーションシップ,牡8,59.0,高田,斉藤崇,栗東,2017105272,01046,ルーラーシップ ,カラフルブラッサム ,ハーツクライ 
4,5,5,マイネルエール,セ6,59.0,大江圭,蛯名利,美浦,2019100794,01120,スクリーンヒーロー ,マイネヒメル ,ロージズインメイ Roses in May(米) 
5,6,6,ファルヴォーレ,牡7,59.0,難波,高橋忠,栗東,2018102910,01066,ドゥラメンテ ,フリティラリア ,アドマイヤムーン 
6,6,7,サイード,セ6,60.0,小牧加,角田,栗東,2019103152,01196,キズナ ,セレブラール ,ボストンハーバー Boston Harbor(米) 
7,7,8,ブリヨンカズマ,牡6,59.0,江田勇,高橋文,美浦,2019105262,01023,クロフネ ,スプレンダークラン ,ルーラーシップ 
8,7,9,ハーツシンフォニー,セ8,60.0,石神深,辻,美浦,2017100360,01059,ハーツクライ ,クラリネット Clarinet(米) ,Giant's Causeway (米) 
9,8,10,ビップランバン,牡7,59.0,中村,清水久,栗東,2018105050,01101,エイシンフラッシュ ,シェリール ,サンデーサイレンス Sunday Silence(米) 
10,8,11,トーセンアウローラ,牡5,59.0,五十嵐,尾形,美浦,2020102499,01069,マクマホン Mac Mahon(伊) ,トーセンシャイニー ,ネオユニヴァース 
