,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ペプチドタイガー,牡5,58.0,岩田康,吉村,栗東,2020106408,5203,ディーマジェスティ  ,ペプチドスピカ  ,ヨハネスブルグ  Johannesburg(米)  ,-0.3749279691691173,6,-0.30582611618585137,6,,
1,1,2,アッチャゴーラ,牡5,58.0,小崎,浅利,美浦,2020102843,1152,マインドユアビスケッツ  Mind Your Biscuits(米)  ,グラッブユアコート  ,ゴールドアリュール  ,-1.2575786599185657,12,-0.585890395803041,12,,
2,2,3,マルカラピッド,牝5,56.0,小沢,今野,栗東,2020102776,1185,マインドユアビスケッツ  Mind Your Biscuits(米)  ,ヴェルメンティーノ  ,ダイワメジャー  ,-4.575295405101918,16,-1.6385989700462813,16,,
3,2,4,ルージュスタニング,牝4,56.0,坂井,友道,栗東,2021105775,1163,Into Mischief  ,ボインビューティー  Boyne Beauty(米)  ,Giant's Causeway  (米)  ,-0.4437095727500337,7,-0.3276504578644924,7,,
4,3,5,ロレンツォ,牡7,58.0,荻野極,加藤征,美浦,2018103341,1160,ロードカナロア  ,マリアフィオーレ  ,ハーツクライ  ,1.0785477043973422,4,0.15536042309263096,4,,
5,3,6,スティールブルー,牝4,56.0,酒井,田中勝,美浦,2021105888,1034,ルーラーシップ  ,レディバード  ,スマートファルコン  ,-1.829628379383953,13,-0.7674012633142374,13,,
6,4,7,シゲルソロソロ,牝5,56.0,川須,谷,栗東,2020110100,1128,Runhappy  ,Distinguishable  ,Distorted Humor  (米)  ,1.3808460221005805,2,0.2512794105973702,2,,
7,4,8,ストレングス,牡4,58.0,松山,寺島,栗東,2021106658,1126,シニスターミニスター  Sinister Minister(米)  ,ローレライ  ,ゴールドアリュール  ,-0.8991374414453622,10,-0.4721573157874707,10,,
8,5,9,ヘンリー,牡5,58.0,幸,吉岡,栗東,2020104982,732,ヘニーヒューズ  Henny Hughes(米)  ,ピカケレイ  ,ディープブリランテ  ,2.3414527160106737,1,0.5560790607250429,1,,
9,5,10,マイネルカーライル,牡5,58.0,田口,西園正,栗東,2020105761,1208,Bayern  (米)  ,サイレンスイズゴールド  Silence Is Gold(伯)  ,アグネスゴールド  ,-1.2375167134552507,11,-0.5795247580226002,11,,
10,6,11,エストレヤデベレン,牡4,58.0,亀田,武幸,栗東,2021106587,1176,エピファネイア  ,レゼトワール  ,ファスリエフ  Fasliyev(米)  ,1.090022812860183,3,0.1590014648080641,3,,
11,6,12,プルートマスター,牡6,58.0,松若,今野,栗東,2019104632,1154,ロードカナロア  ,アラドヴァル  ,シンボリクリスエス  ,-0.6417908403631614,9,-0.3905014680105636,9,,
12,7,13,アンシール,セ4,58.0,吉村,小崎,栗東,2021106637,1216,パイロ  Pyro(米)  ,トラディション  ,ゴールドアリュール  ,-3.367260609699138,15,-1.2552906032452438,15,,
13,7,14,ランスオブサターン,牝5,56.0,バデル,本田,栗東,2020104772,5644,キタサンブラック  ,マイティティー  ,エンパイアメーカー  Empire Maker(米)  ,0.11104375614938874,5,-0.15162771970571443,5,,
14,8,15,ジャーヴィス,牡5,58.0,団野,千田,栗東,2020103902,1180,ビーチパトロール  Beach Patrol(米)  ,ジェルヴェーズ  ,メイショウサムソン  ,-0.6369958901021265,8,-0.3889800345548024,8,,
15,8,16,タイゲン,牡6,58.0,和田竜,平田,栗東,2019105413,1018,アジアエクスプレス  ,ベッライリス  ,ディープインパクト  ,-2.389184950538102,14,-0.9449480659710047,14,,
