,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,サトノルフィアン,牡6,58.0,永島,高橋康,栗東,2019106575,1187,ゼンノロブロイ  ,ヴィヴァシャスヴィヴィアン  Vivacious Vivian(米)  ,Distorted Humor  (米)  ,0.7283886471588081,3,0.015410157206942514,3,,
1,2,2,ラインオブソウル,牡6,57.0,松若,東田,栗東,2019105993,1154,シニスターミニスター  Sinister Minister(米)  ,ファーストレディ  ,スマートボーイ  ,-1.011748461945508,11,-0.5864168184494646,11,,
2,3,3,シゲルショウグン,牡5,58.0,岩田康,大橋,栗東,2020101694,5203,モーリス  ,ペニーブラック  ,Redoute's Choice  ,0.4021933455501492,5,-0.09740459216732668,5,,
3,4,4,エナハツホ,牝6,55.0,西塚,吉田,栗東,2019100094,1200,トビーズコーナー  Toby's Corner(米)  ,タイセイゴディス  ,ステイゴールド  ,-0.15094572216276525,7,-0.28870791562234754,7,,
4,5,5,マリオロード,牡6,57.0,バデル,安達,栗東,2019101198,5644,キタサンブラック  ,ヤマトマリオン  ,オペラハウス  Opera House(英)  ,0.7840956913696419,2,0.03467645626163042,2,,
5,5,6,サンデーファンデー,牡5,61.0,団野,東田,栗東,2020104136,1180,スズカコーズウェイ  ,ファーストレディ  ,スマートボーイ  ,-0.3789489465017915,9,-0.3675629036723953,9,,
6,6,7,ルクスフロンティア,牡5,58.0,吉村,松永幹,栗東,2020104474,1216,エピファネイア  ,サトノアイリ  ,ステイゴールド  ,0.14110883485613007,6,-0.18770075368220365,6,,
7,6,8,フタイテンロック,牡6,57.0,小崎,佐藤吉,美浦,2019102665,1152,トーセンジョーダン  ,フェリスホイール  ,ダンスインザダーク  ,1.6253747097037166,1,0.3256330737822995,1,,
8,7,9,ゼットリアン,牡5,57.0,松山,吉田,栗東,2020104760,1126,モーリス  ,ネオシルヴィア  ,ネオユニヴァース  ,-0.3745674799976532,8,-0.3660475720808044,8,,
9,7,10,マンマリアーレ,牝5,55.0,荻野極,高木,美浦,2020100761,1160,ゴールドシップ  ,カラヴィンカ  ,Bernardini  (米)  ,0.47824180095474633,4,-0.07110320954636323,4,,
10,8,11,ピースオブザライフ,牝5,55.0,田口,野中,栗東,2020101024,1208,キタサンブラック  ,サンキューアスク  ,シンボリクリスエス  ,-2.645458195499674,12,-1.1514358522377945,12,,
11,8,12,サトノフェニックス,牡4,57.0,和田竜,西園正,栗東,2021101444,1018,ヘニーヒューズ  Henny Hughes(米)  ,マーメイドティアラ  ,シンボリクリスエス  ,-0.615700731529956,10,-0.44944358423445474,10,,
