,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,ルドヴィクス,牡7,60.0,上野,久保田,美浦,2018105213,01087,モーリス  ,ピーチブローフィズ  ,シンボリクリスエス  
1,2,2,ジュリアスローズ,牝4,58.0,大江圭,粕谷,美浦,2021103506,01120,エピファネイア  ,タニノジュレップ  ,コロナドズクエスト  Coronado's Quest(米)  
2,3,3,ラパンラピッド,セ5,57.0,▲坂口,武井,美浦,2020102648,01211,ルーラーシップ  ,クードラパン  ,ダイワメジャー  
3,3,4,アナザーエース,牡5,57.0,▲井上,宮,栗東,2020104005,01151,ヤマカツエース  ,ホットフレイバー  ,タバスコキャット  Tabasco Cat(米)  
4,4,5,スズカコテキタイ,牡6,60.0,伴,奥村武,美浦,2019105967,01149,ディスクリートキャット  Discreet Cat(米)  ,コテキタイ  ,サウスヴィグラス  
5,4,6,カレンマックナイト,牡6,60.0,黒岩,平田,栗東,2019105140,01072,カレンブラックヒル  ,カレンオプシス  ,サムライハート  
6,5,7,サニーオーシャン,セ7,57.0,▲水沼,杉浦,美浦,2018103296,01201,ゼンノロブロイ  ,ヨドノグレイス  ,バゴ  Bago(仏)  
7,5,8,ゴットリープ,牡5,60.0,五十嵐,栗田,美浦,2020101319,01069,キンシャサノキセキ  ,アンタークティカ  ,コマンズ  Commands(豪)  
8,6,9,ケイアイカラキア,セ3,58.0,江田勇,上原博,美浦,2022103855,01023,ミスターメロディ  ,クインズゴールド  ,ステイゴールド  
9,6,10,グローリーアテイン,セ4,60.0,金子,金成,美浦,2021104950,01052,ヴィクトワールピサ  ,アンナミルト  ,マンハッタンカフェ  
10,7,11,ソルトロング,牡4,60.0,小野寺,荒川,栗東,2021102960,01123,ニューイヤーズデイ  ,アドマイヤアロング  ,スペシャルウィーク  
11,7,12,サンライズウェーヴ,牡4,60.0,難波,石坂,栗東,2021102221,01066,マジェスティックウォリアー  Majestic Warrior(米)  ,コパノレヴィーン  ,ゴールドアリュール  
12,8,13,コンクエスト,セ6,60.0,石神深,小笠,美浦,2019100657,01059,キズナ  ,フェアエレン  ,Street Cry  (愛)  
13,8,14,ウェイトゥザドーン,セ4,57.0,▲土田,戸田,美浦,2021104768,01198,ジャスタウェイ  ,ソワー  Sower(米)  ,Flatter  
