,式別,馬番,配当,人気
0,単勝,1,120,1
1,複勝,1,110,1
2,複勝,13,140,2
3,複勝,11,230,5
4,枠連,1-8,330,1
5,馬連,1-13,380,1
6,ワイド,1-13,190,1
7,ワイド,1-11,380,4
8,ワイド,11-13,800,9
9,馬単,1→13,420,1
10,3連複,1-11-13,1250,4
11,3連単,1→13→11,2320,5
