,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,シャンパンスター,牝2,55.0,国分優,緒方,416(-2),栗東,2023100112,01125,ダノンレジェンド  2010 黒鹿毛  [血統][産駒]  Himyar系,ミヤコスマイル  2015 黒鹿毛  [血統][産駒]  FNo.[22],キングカメハメハ  2001 鹿毛  [血統][産駒],0.17888058103398521,4
1,2,2,コサージュ,牝2,54.0,☆吉村,清水久,420(-4),栗東,2023107147,01216,ヘニーヒューズ  Henny Hughes(米)  2003 栗毛  [血統][産駒]  Storm Bird系,ハイヒール  2015 鹿毛  [血統][産駒]  FNo.[23-b],トーセンホマレボシ  2009 鹿毛  [血統][産駒],0.6350021140562829,2
2,3,3,ディアナタコス,牡2,53.0,▲森田,前川,420(-8),栗東,2023106158,01222,ロゴタイプ,ペルルクロシュ,ソングオブウインド,-3.855897985596064,14
3,3,4,オメガヒストリー,牡2,56.0,団野,安田,486(-10),栗東,2023105245,01180,イスラボニータ  2011 黒鹿毛  [血統][産駒]  Halo系,ニュープロヴィデンス  New Providence(英)  2012 栗毛  [血統][産駒]  FNo.[4-n],Bahamian Bounty  1994 栗毛  [血統][産駒],-1.1709225978383042,9
4,4,5,ハグレジョー,牡2,56.0,菱田,岡田,490(-6),栗東,2023104275,01144,エスポワールシチー,ハナブショウ,ヘニーヒューズ Henny Hughes(米),-0.7550491827582202,6
5,4,6,オタルイーグル,牡2,56.0,鮫島駿,高柳大,494(-12),栗東,2023100611,01157,ダノンスマッシュ,キルシュワッサー,サクラバクシンオー,-0.6399736456615732,5
6,5,7,ラッキーバック,牡2,56.0,Ｃデムーロ,西村,524(+8),栗東,2023100126,05473,タワーオブロンドン,ショレアドルチェ,ドゥラメンテ,-0.8456929850056156,7
7,5,8,マカナアネラ,牡2,56.0,武豊,角田,454(-4),栗東,2023103875,00666,サトノアラジン,ブリスフルデイズ,キングカメハメハ,0.6893298430865175,1
8,6,9,テセラグラディウス,牝2,55.0,斎藤,高橋一,444(-4),栗東,2023104102,01178,ニューイヤーズデイ,シャワーブーケ,ゴールドアリュール,-1.0163044053327472,8
9,6,10,エールドリー,牝2,55.0,荻野琢,平田,412(-6),栗東,2023100375,01112,マインドユアビスケッツ  Mind Your Biscuits(米),バーボネラ,ハービンジャー  Harbinger(英),-2.1425639770298055,12
10,7,11,マイトグラッド,牡2,56.0,城戸,荒川,438(-2),栗東,2023103982,01147,サトノアラジン  2011 鹿毛  [血統][産駒]  Halo系,ポルボローネ  2012 栗毛  [血統][産駒]  FNo.[4-p],フレンチデピュティ  French Deputy(米)  1992 栗毛  [血統][産駒],-2.099592899929477,10
11,7,12,ブラックレジェンド,牡2,56.0,坂井,寺島,460(-4),栗東,2023100297,01163,ダノンレジェンド  2010 黒鹿毛  [血統][産駒]  Himyar系,ララエクレリゼ  2011 黒鹿毛  [血統][産駒]  FNo.[4-m],スペシャルウィーク  1995 黒鹿毛  [血統][産駒],-2.7063849739854877,13
12,8,13,アイカンアズーラ,牝2,55.0,酒井,河嶋,442(-2),栗東,2023102036,01034,タワーオブロンドン,ラーナアズーラ,パイロ  Pyro(米),-2.1132011603321854,11
13,8,14,パータリプトラ,セ2,56.0,高杉,武井,470(-8),美浦,2023103263,01213,アメリカンペイトリオット,カフェローレル,マンハッタンカフェ,0.393114036793878,3
