,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ロイヤルスパイア,牡2,56.0,戸崎圭,栗田,468(+12),美浦,2023101112,05386,タワーオブロンドン,エンクリプション,ストーミングホーム Storming Home(英),-1.7978620420173757,13
1,2,2,タイキブリッツェン,牡2,56.0,三浦,伊藤圭,490(-6),美浦,2023102181,01122,モズアスコット  2014 栗毛  [血統][産駒]  Sadler's Wells系,ネフェルティティ  2013 芦毛  [血統][産駒]  FNo.[23-b],ゴールドアリュール  1999 栗毛  [血統][産駒],-0.6137431051627193,6
2,3,3,メイショウユウブ,牡2,56.0,佐々木,蛯名正,504(+2),美浦,2023104913,01197,スワーヴリチャード,カカリア,ヨハネスブルグ  Johannesburg(米),-1.3109486819030542,11
3,4,4,サバイバルトゥルー,牝2,55.0,吉田隼,和田雄,438(+2),美浦,2023101401,01095,ルーラーシップ,サバイバルポケット,ジャングルポケット,-0.7442103550065104,8
4,4,5,アヴァランチ,牡2,56.0,バルザロー,加藤士,470(+8),美浦,2023101495,05504,マジェスティックウォリアー  Majestic Warrior(米),ワイルドシンガー,ワイルドラッシュ  Wild Rush(米),-0.5436224652488176,5
5,5,6,セントゴーデンス,牡2,56.0,内田博,黒岩,522(+2),美浦,2023107296,00422,ロードカナロア,ラッキーダイム  Lucky Dime(米),Creative Cause,-1.3335785745456643,12
6,5,7,ジェイエルモーダル,牡2,56.0,吉田豊,小西,464(-2),美浦,2023106313,00733,デクラレーションオブウォー,ジェイエルノブレス,ヨハネスブルグ  Johannesburg(米),-0.43003684348968996,4
7,6,8,ロイヤルアデレード,牡2,56.0,マーカンド,加藤征,484(-2),美浦,2023105264,05626,ニューイヤーズデイ,アデレードヒル,ゴールドヘイロー,-0.6208118375675835,7
8,6,9,キリミツ,牡2,56.0,石橋脩,勢司,446(+2),美浦,2023100307,01077,ルヴァンスレーヴ,アペラシオン,アドマイヤムーン,-0.41210794038844933,3
9,7,10,ライカ,牡2,56.0,木幡巧,杉浦,442(+2),美浦,2023104042,01162,サンダースノー Thunder Snow(愛),アカリ,ネオユニヴァース,-0.3413526307179867,2
10,7,11,リアライズタキオン,牡2,56.0,津村,手塚久,464(0),美浦,2023105224,01092,ルヴァンスレーヴ,タイムハンドラー,ディープブリランテ,-1.1636981328687028,10
11,8,12,ヤマメナイト,牡2,56.0,岩田望,田島,474(+6),美浦,2023104854,01174,レイデオロ,アイリスフィール,ハービンジャー  Harbinger(英),-1.092329769614625,9
12,8,13,ビッキーセカンド,牡2,56.0,丹内,武井,468(0),美浦,2023100559,01091,パイロ  Pyro(米),ノイエクローネ,ネオユニヴァース,0.416935716651726,1
