,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ロングラン,セ7,58.0,丹内,和田勇,490(+14),美浦,2018104708,01091,ヴィクトワールピサ  ,ノッテビアンカ  Notte Bianca(仏)  ,Kendargent  ,-1.7755108695973552,11
1,2,2,エルトンバローズ,牡5,57.0,西村淳,杉山晴,516(-4),栗東,2020100680,01171,ディープブリランテ  ,ショウナンカラット  ,ブライアンズタイム  Brian's Time(米)  ,1.9101359880675772,2
2,3,3,ディマイザキッド,牡4,57.0,岩田望,清水英,464(+4),美浦,2021104324,01174,ディーマジェスティ  ,ミスミーチャン  ,ファスリエフ  Fasliyev(米)  ,-0.5130261794003501,9
3,4,4,ラファドゥラ,牝5,55.0,菅原明,小島,496(+6),美浦,2020103672,01179,ドゥラメンテ  ,ラファダリ  ,Singspiel  (愛)  ,-0.1850022682257241,7
4,5,5,ジェイパームス,セ5,57.0,佐々木,堀,510(0),美浦,2020103331,01197,ジャスタウェイ  ,キラーグレイシス  Killer Graces(米)  ,Congaree  ,0.3920012542655532,4
5,6,6,チェルヴィニア,牝4,56.0,戸崎圭,木村,500(+16),美浦,2021105643,05386,ハービンジャー  Harbinger(英)  ,チェッキーノ  ,キングカメハメハ  ,0.876852169778358,3
6,6,7,シルトホルン,牡5,57.0,大野,新開,464(-14),美浦,2020105424,01096,スクリーンヒーロー  ,シンメイミヤビ  ,Langfuhr  (加)  ,-1.5164667638274119,10
7,7,8,ホウオウビスケッツ,牡5,57.0,岩田康,奥村武,508(-6),美浦,2020103941,05203,マインドユアビスケッツ  Mind Your Biscuits(米)  ,ホウオウサブリナ  ,ルーラーシップ  ,0.1806057249387949,6
8,7,9,レーベンスティール,牡5,57.0,津村,田中博,484(0),美浦,2020102078,01092,リアルスティール  ,トウカイライフ  ,トウカイテイオー  ,0.24474666452453012,5
9,8,10,サトノシャイニング,牡3,55.0,武豊,杉山晴,498(+2),栗東,2022101420,00666,キズナ  ,スウィーティーガール  Sweetie Girl(亜)  ,Star Dabbler  ,2.0628427884819827,1
10,8,11,シリウスコルト,牡4,57.0,古川吉,田中勝,496(+6),美浦,2021104094,01015,マクフィ  Makfi(英)  ,オールドフレイム  ,ゼンノロブロイ  ,-0.42151606566698463,8
