,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,アオイハルカ,牝2,53.0,◇永島,大久保,448(0),栗東,2023106068,01187,コントレイル  ,アオイプリンセス  ,キングカメハメハ  ,-3.0961348743086887,11
1,2,2,グッデイ,牝2,55.0,秋山稔,河嶋,428(0),栗東,2023106988,01181,フィエールマン  ,グランワルツ  ,ロードカナロア  ,-2.959532147480723,10
2,3,3,ビサーロ,牡2,56.0,小沢,田中克,464(0),栗東,2023105648,01185,キズナ  ,ベルクリア  ,ヴァーミリアン  ,-1.1794139793466802,7
3,4,4,マーゴットガイア,牝2,54.0,☆吉村,石坂,490(0),栗東,2023101702,01216,コントレイル  ,アントハッティー  Aunt Hattie(愛)  ,Camelot  (英)  ,-1.166432204328081,6
4,4,5,ストームゲイル,牡2,56.0,藤岡佑,四位,462(0),栗東,2023102224,01093,タリスマニック  Talismanic(英)  ,ジャポニウム  ,ダノンシャンティ  ,0.36034504495070047,3
5,5,6,ヒラボクソライア,牡2,56.0,坂井,東田,502(0),栗東,2023102124,01163,ドレフォン  Drefong(米)  ,ヒラボクメルロー  ,モンテロッソ  Monterosso(英)  ,0.7335369769059661,2
6,5,7,コウギョク,牝2,55.0,横山和,昆,438(0),栗東,2023104678,01140,シルバーステート  ,ハーランズルビー  Harlan's Ruby(米)  ,Harlan's Holiday  ,-2.626375682536248,8
7,6,8,ポッドジーク,牡2,56.0,松山,西園正,520(0),栗東,2023105236,01126,キズナ  ,キャリサガ  Qualisaga(仏)  ,Sageburg  ,-0.7219492446482468,5
8,6,9,シャドウクライ,牝2,55.0,鮫島駿,杉山佳,462(0),栗東,2023103507,01157,アドマイヤマーズ  ,パールシャドウ  ,クロフネ  ,-4.460795035212126,12
9,7,10,ラコンチャビエン,牝2,55.0,高杉,藤原,442(0),栗東,2023102584,01213,キズナ  ,チェロキーメイドン  Cherokee Maiden(米)  ,Distorted Humor  (米)  ,-0.4791383426992091,4
10,7,11,オーロアルジェント,牝2,55.0,横山武,高野,460(0),栗東,2023106797,01170,シルバーステート  ,キューティゴールド  ,フレンチデピュティ  French Deputy(米)  ,-2.6497841230978136,9
11,8,12,ロサドラーダ,牝2,55.0,田口,藤岡,490(0),栗東,2023107366,01208,レイデオロ  ,ローザフェリーチェ  ,エンパイアメーカー  Empire Maker(米)  ,1.69889086930281,1
12,8,13,ブレットパス,牡2,56.0,川田,中内田,496(0),栗東,2023107157,01088,アルアイン  ,パッシングスルー  ,ルーラーシップ  ,-4.490153498062919,13
