,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,アージェント,牡4,58.0,戸崎圭,黒岩,546(-4),美浦,2021105716,05386,シルバーステート  ,ピースエンブレム  ,ウォーエンブレム  War Emblem(米)  ,-1.7309328910093433,14
1,1,2,スマートスピア,牡4,58.0,武豊,池江,502(0),栗東,2021101106,00666,キズナ  ,レジェトウショウ  ,キングヘイロー  ,-0.6785140245965386,8
2,2,3,ロミオボス,牡5,58.0,岩田康,加藤征,484(+2),美浦,2020102896,05203,ストロングリターン  ,ジュリエットベール  ,ヴィクトワールピサ  ,0.0193753694109644,2
3,2,4,ベルダイナフェロー,牝4,56.0,石川,東田,474(0),栗東,2021102982,01150,American Pharoah  (米)  ,ジャンナスキッキ  Gianna Schicchi(米)  ,War Front  ,-1.0228153718024853,11
4,3,5,サラサハウプリティ,牝5,53.0,▲石田,岡田,454(+8),栗東,2020104126,01203,ドレフォン  Drefong(米)  ,ハヤブサエミネンス  ,Medaglia d'Oro  ,-0.7948073570877938,10
5,3,6,ノルドヴェスト,牡5,58.0,丹内,萩原,472(0),美浦,2020102711,01091,ロードカナロア  ,マエストラーレ  ,ネオユニヴァース  ,-1.1630692202908504,13
6,4,7,ショウナンヤッホー,牡3,56.0,菅原明,栗田,486(-4),美浦,2022104605,01179,ニューイヤーズデイ  ,アドマイヤキュート  ,キングカメハメハ  ,-0.22658056341006896,4
7,4,8,デビッドテソーロ,牡4,58.0,荻野極,田中剛,468(-2),美浦,2021102280,01160,スワーヴリチャード  ,バレットテソーロ  ,Camelot  (英)  ,-0.5778985383881019,6
8,5,9,グレイスザクラウン,セ3,56.0,木幡巧,上原博,496(-6),美浦,2022105776,01162,リーチザクラウン  ,キトゥンズグレイス  ,Kitten's Joy  (米)  ,-2.887297185719662,16
9,5,10,クールブロン,牡5,58.0,武藤,井上,550(+10),栗東,2020102724,01169,ドレフォン  Drefong(米)  ,リリカルホワイト  ,ダイワメジャー  ,-1.9028253759186518,15
10,6,11,オンザスクエア,牝3,54.0,佐々木,上原佑,470(0),美浦,2022105798,01197,Vekoma  ヴェコマ(米)  ,サーティーンスクエアド  ,Liaison  ,-0.6092056637418055,7
11,6,12,リュウノタブーク,牝4,56.0,嶋田,伊坂,442(+2),美浦,2021104365,01134,オルフェーヴル  ,フレンズ  ,クロフネ  ,0.8590234043859608,1
12,7,13,ヤウガウ,セ8,58.0,菊沢,金成,488(-4),美浦,2017105433,01161,ゴールドアリュール  ,テスティコ  ,Tiznow  ,-1.1247803697686123,12
13,7,14,ファリーザ,牝3,54.0,津村,千葉,440(+10),美浦,2022105564,01092,ジャスタウェイ  ,ルーラ  Lulla(英)  ,Oasis Dream  (英)  ,-0.20208468959211304,3
14,8,15,トーホウキザン,牡5,55.0,▲橋木,高橋康,488(+8),栗東,2020101764,01215,トーホウジャッカル  ,トーホウドルチェ  ,サウスヴィグラス  ,-0.7520567082887593,9
15,8,16,クォーツァイト,牝4,53.0,▲小林美,斎藤誠,458(-8),美浦,2021104777,01206,ダイワメジャー  ,ハニージェイド  ,Harlan's Holiday  ,-0.49301580673109024,5
