,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,コパノエイダン,牡2,56.0,原,上原博,492(+2),美浦,2023105162,01184,コパノリッキー  ,ルナマティーノ  ,キンシャサノキセキ  ,-0.17208459185107475,1
1,1,2,カナデライド,牡2,56.0,江田照,田中剛,422(+6),美浦,2023104534,00689,ヘンリーバローズ  ,パラディネーヴェ  ,ロゴタイプ  ,-1.491550819969359,9
2,2,3,ホワイトナイル,牡2,56.0,木幡巧,牧,488(+2),美浦,2023110047,01162,American Pharoah  (米)  ,Happy Now  ,Mr. Greeley  ,-1.2001785986560767,6
3,2,4,ビースタニング,牝2,52.0,▲佐藤,小手川,478(+2),美浦,2023106357,01207,タワーオブロンドン  ,タマモアマリリス  ,ゼンノロブロイ  ,-2.1455801338953733,14
4,3,5,ドナシェーン,牝2,55.0,菅原明,栗田,448(+6),美浦,2023110051,01179,Munnings  ,Nutcracker Suite  ,Fastnet Rock  (豪)  ,-0.6357539543776065,3
5,3,6,エスシーレイジュ,牝2,55.0,大野,松山,446(0),美浦,2023104309,01096,シャンハイボビー  Shanghai Bobby(米)  ,チュロ  ,キングヘイロー  ,-2.1536849218279337,15
6,4,7,エコロシード,牡2,56.0,佐々木,堀,534(+4),美浦,2023110104,01197,Adios Charlie  ,Baby Sister  ,Uncaptured  ,-0.9875089230566217,5
7,4,8,カセノアステリア,牝2,55.0,津村,鈴木伸,490(+2),美浦,2023104150,01092,モズアスコット  ,クィーンオブシバ  ,ファスリエフ  Fasliyev(米)  ,-1.276083458741416,7
8,5,9,トコシエノヒトミ,牝2,52.0,▲石神道,小笠,408(0),美浦,2023102699,01209,ゴールドドリーム  ,サテラノサト  ,ディープブリランテ  ,-0.7533181671415327,4
9,5,10,ヘリテージブルーム,牡2,56.0,戸崎圭,伊藤圭,446(0),美浦,2023103365,05386,ミスチヴィアスアレックス  Mischevious Alex(米)  ,オールドパサデナ  ,エンパイアメーカー  Empire Maker(米)  ,-1.9392509344328184,12
10,6,11,ワールドブレイヴ,牡2,56.0,丸山,宮田,488(+8),美浦,2023105578,01127,ワールドプレミア  ,リブエターナル  ,クロフネ  ,-1.709612327280897,11
11,6,12,アンプイットアップ,牡2,56.0,丹内,岩戸,488(0),美浦,2023101146,01091,ディスクリートキャット  Discreet Cat(米)  ,ハウリング  ,Hard Spun  (米)  ,-1.3678854390207764,8
12,7,13,フィールドアピール,牝2,55.0,木幡初,竹内,480(+2),美浦,2023102486,01153,ベンバトル  Benbatl(英)  ,ヤマカツサファイヤ  ,マンハッタンカフェ  ,-2.081626681600064,13
13,7,14,モーゲンセン,牡2,56.0,岩田望,斎藤誠,504(+4),美浦,2023110008,01174,Mendelssohn  ,Pioneer Queen  ,Pioneerof the Nile  ,-1.6083092162550414,10
14,8,15,タマコロリン,牝2,55.0,荻野極,村田,478(+6),美浦,2023105015,01160,ゴールドドリーム  ,タマノパルフェット  ,Hard Spun  (米)  ,-0.3321327462699143,2
15,8,16,ビップレオン,牡2,53.0,▲上里,田島,486(+26),美浦,2023105996,01217,サンダースノー  Thunder Snow(愛)  ,モモイロアゲハ  ,ダンスインザダーク  ,-2.213211875237307,16
