,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ゴルデールスカー,牡5,58.0,シュタルケ,加藤公,栗東,2020103625,5115,モーリス ,マラムデール ,フレンチデピュティ French Deputy(米) ,-1.3426969916498708,12,-0.700875473280652,12,,
1,1,2,リリーアロー,牡6,58.0,藤懸,平田,栗東,2019100689,1138,フェノーメノ ,ヴァニラシャンティ ,シンボリクリスエス ,-0.6144770204877485,7,-0.4490203633791808,7,,
2,2,3,ヒラリーステップ,牝5,56.0,丹内,天間,美浦,2020100652,1091,ホッコータルマエ ,サラファン ,アグネスタキオン ,-1.1312860280003467,10,-0.6277589238960527,10,,
3,2,4,ジュンラトゥール,牡4,58.0,和田竜,浜田,栗東,2021104039,1018,パイロ Pyro(米) ,グーテデロワ ,スペシャルウィーク ,-2.136430836044697,14,-0.9753885771901184,14,,
4,3,5,ウインドワンピース,牡5,58.0,荻野琢,平田,栗東,2020103901,1112,ヴァンセンヌ ,シーデイライト ,ヘニーヒューズ Henny Hughes(米) ,-1.277733132348351,11,-0.6784077017666441,11,,
5,3,6,コスモフレディ,牡4,58.0,丸山,水野,美浦,2021100730,1127,シニスターミニスター Sinister Minister(米) ,ナンヨークイーン ,トワイニング Twining(米) ,2.28412116471687,1,0.5534607459069445,1,,
6,4,7,アスクムービーオン,牡4,58.0,西村淳,前川,栗東,2021102318,1171,ドゥラメンテ ,ハニートリップ ,マンハッタンカフェ ,-1.9177620767645664,13,-0.8997619168657274,13,,
7,4,8,フェルメール,牡4,58.0,戸崎圭,萩原,美浦,2021105897,5386,リアルインパクト ,レーゲンボーゲン ,フレンチデピュティ French Deputy(米) ,-0.41553043722472127,6,-0.38021462393719424,6,,
8,5,9,チェイスザウィンド,牡4,55.0,▲上里,石栗,美浦,2021106370,1217,ラブリーデイ ,クリスプウインド ,ハーツクライ ,-0.8131735207745544,9,-0.5177396115438679,9,,
9,5,10,ロストボール,セ6,55.0,▲田山,加藤和,美浦,2019106972,1220,フリオーソ ,センスオブラヴ ,ストリートセンス Street Sense(米) ,-0.7314185257266477,8,-0.4894646203623905,8,,
10,6,11,ニシノパプルブリリ,牝5,54.0,◇永島,矢野,美浦,2020105495,1187,ディープブリランテ ,ニシノクローバー ,アドマイヤオーラ ,1.0513236425425634,2,0.12709732863072623,2,,
11,6,12,メイショウヘール,牡4,58.0,幸,大橋,栗東,2021104622,732,シュヴァルグラン ,メイショウベルシア ,タニノギムレット ,-0.1609071868646796,4,-0.2921530913750484,4,,
12,7,13,シャハザマーン,牡4,57.0,☆西塚,藤原,栗東,2021105680,1200,ドゥラメンテ ,ドバイマジェスティ Dubai Majesty(米) ,Essence of Dubai ,-2.1758435535040443,15,-0.989019478127096,15,,
13,7,14,ブライテストドーン,セ5,58.0,荻野極,田島,美浦,2020102956,1160,マインドユアビスケッツ Mind Your Biscuits(米) ,デザートオブムーン ,ゼンノロブロイ ,0.7744036047382723,3,0.03132444500077099,3,,
14,8,15,ホウオウエニシ,牡5,58.0,石川,池上,美浦,2020103933,1150,キズナ ,フサイチジェット ,Gilded Time ,-2.6091275872049944,16,-1.1388708997410348,16,,
15,8,16,レイワサンサン,牡4,58.0,亀田,高柳大,栗東,2021102406,1176,スワーヴリチャード ,カロンセギュール ,Forest Camp ,-0.34977171741869983,5,-0.35747194966351864,5,,
