,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,オンザスカイ,牡5,58.0,小崎,佐藤悠,栗東,2020103055,1152,ジャスタウェイ ,マダムダンスアロット Madam Dancealot(愛) ,Sir Prancealot ,0.0737288639015026,7,-0.16346770184805415,7,,
1,1,2,ルクルス,牡5,58.0,和田竜,松永幹,栗東,2020101635,1018,ハーツクライ ,チリエージェ ,サクラバクシンオー ,0.07421291427782065,6,-0.16331411309390403,6,,
2,2,3,バルミーウェザー,牡4,58.0,西村淳,佐藤悠,栗東,2021101659,1171,パイロ Pyro(米) ,スプリングタイム ,ストリートセンス Street Sense(米) ,0.2625948798572552,5,-0.10354068286175018,5,,
3,2,4,ポッドコンティ,牡4,58.0,藤懸,畠山,美浦,2021100573,1138,オルフェーヴル ,エピストロフィー Epistrophy(仏) ,Charm Spirit ,-0.2612358374490876,9,-0.2697517038480818,9,,
4,3,5,シャインヴィーナス,牝4,53.0,▲石神道,伊坂,美浦,2021101279,1209,ラブリーデイ ,アイルゴーバック ,アッミラーレ ,-0.3492659147889559,11,-0.29768356914113697,11,,
5,3,6,アオカミ,セ6,58.0,原田和,松山,美浦,2019101753,1143,ラブリーデイ ,スイートピグレット ,ブライアンズタイム Brian's Time(米) ,0.6728087279570354,2,0.026619806515436682,2,,
6,4,7,オーサムデアラー,セ5,58.0,北村友,上原博,美浦,2020102952,1102,マインドユアビスケッツ Mind Your Biscuits(米) ,デアリングハート ,サンデーサイレンス Sunday Silence(米) ,2.303301027945795,1,0.5439735640137702,1,,
7,4,8,ドンアレス,牡4,58.0,小沢,牧浦,栗東,2021104658,1185,リアルスティール ,アンソニカ ,Purge ,-0.9466231010577141,14,-0.4872244733741128,14,,
8,5,9,シベリアンポラリス,牡4,58.0,荻野極,蛯名正,美浦,2021101056,1160,リアルインパクト ,シベリアンクラシカ ,Siphon ,0.3386623226911945,4,-0.07940455086425502,4,,
9,5,10,ペプチドヒナタ,牡4,58.0,富田,武英,栗東,2021101240,1168,シルバーステート ,ペプチドセマム ,エンパイアメーカー Empire Maker(米) ,0.38261427918743135,3,-0.06545863413537001,3,,
10,6,11,グランレザンドール,牡4,58.0,秋山稔,高橋忠,栗東,2021106091,1181,オルフェーヴル ,マルヨシロワイン ,アジュディケーティング Adjudicating(米) ,-0.03901586636920439,8,-0.19924150454806597,8,,
11,6,12,メイショウタクボク,牡5,55.0,▲和田陽,高橋亮,栗東,2020104000,1223,モーリス ,フォースデラネイチャー Force de La Nature(米) ,Scat Daddy (米) ,-2.3023191518190385,15,-0.9173856252494439,15,,
12,7,13,ワンダーカモン,牡4,58.0,川又,吉村,栗東,2021100739,1166,ワールドエース ,ホッコータピタン ,サウスヴィグラス ,-0.2681340570572612,10,-0.2719405027981669,10,,
13,7,14,フィリップ,牡4,58.0,丹内,岩戸,美浦,2021102797,1091,ロージズインメイ Roses in May(米) ,ナムラカグヤヒメ ,エンパイアメーカー Empire Maker(米) ,-0.6693646485450552,13,-0.39925061283727603,13,,
14,8,15,ダイオジェナイト,牡4,58.0,丸山,稲垣,美浦,2021105432,1127,リアルインパクト ,エイコンドライト Achondrite(豪) ,ロードカナロア ,-0.665811489562934,12,-0.39812319865052886,12,,
15,8,16,ダオラダオラ,セ5,58.0,団野,羽月,栗東,2020104336,1180,ドレフォン Drefong(米) ,シェーネフラウ ,ゼンノロブロイ ,-3.641269743502838,16,-1.3422334578439346,16,,
