,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ダイハッシュウ,牡3,57.0,川又,牧田,栗東,2022103177,1166,ブリックスアンドモルタル Bricks and Mortar(米) ,ナチュラルダイヤ ,エピファネイア ,0.6692268938407995,2,-0.005050954097231811,2,,
1,2,2,インターアーバン,牡3,57.0,団野,野中,栗東,2022104880,1180,アジアエクスプレス ,ソーディヴァイン ,キンシャサノキセキ ,0.039408910190220886,5,-0.22287370515019023,5,,
2,3,3,パープルヘイズ,牝3,55.0,秋山稔,千田,栗東,2022100895,1181,スクリーンヒーロー ,クールラディカル ,キングヘイロー ,-0.8636585038560699,11,-0.5351998590870355,11,,
3,4,4,ゲンパチスラッガー,牡3,57.0,角田和,佐々木,栗東,2022102674,1186,マジェスティックウォリアー Majestic Warrior(米) ,ラブリイステラ ,クロフネ ,-1.6618499430866545,12,-0.8112546235959284,12,,
4,4,5,ワカミヤプリンス,牡3,57.0,和田竜,藤野,栗東,2022101035,1018,エスポワールシチー ,ヤサシイキモチ ,ビッグサンデー ,0.04716926755197417,4,-0.2201897830749689,4,,
5,5,6,オンザバサラ,牡3,57.0,川須,大和田,美浦,2022105377,1128,ハービンジャー Harbinger(英) ,ステラスターライト ,ディープインパクト ,-2.16932237172888,13,-0.9867641253247683,13,,
6,5,7,ナイトダンサー,牡3,56.0,☆西塚,佐藤吉,美浦,2022101848,1200,カレンブラックヒル ,クリノクルミチャン ,ヴィクトワールピサ ,-0.14764619857878877,7,-0.28756677433568556,7,,
7,6,8,タイキフィアリーベ,牡3,54.0,▲川端,中尾,栗東,2022103156,1195,ラブリーデイ ,ラブインブルーム ,タイキシャトル ,1.725769001963752,1,0.3603544718651907,1,,
8,6,9,ナックエルドラド,牡3,57.0,小沢,小野,美浦,2022106304,1185,マインドユアビスケッツ Mind Your Biscuits(米) ,エリンズハープ ,ネオユニヴァース ,-0.2429172016575087,9,-0.3205162812168592,9,,
9,7,10,シウダーエヴィータ,牝3,55.0,戸崎圭,田中博,美浦,2022105797,5386,アドマイヤマーズ ,サンタエヴィータ ,Smart Strike (加) ,0.15998499589422238,3,-0.18117242735083444,3,,
10,7,11,プレシャスアワーズ,牡3,57.0,伊藤,金成,美浦,2022103137,1119,デクラレーションオブウォー ,エフティアテナ ,ルーラーシップ ,-0.13077361497445977,6,-0.2817313859005008,6,,
11,8,12,ハクサンハナビ,牝3,52.0,▲上里,加藤士,美浦,2022100246,1217,シルポート ,ハクサンサマー ,サマーバード Summer Bird(米) ,-0.8109914745828087,10,-0.5169849501706634,10,,
12,8,13,キャストロププ,牡3,57.0,丹内,尾形,美浦,2022100749,1091,ルヴァンスレーヴ ,キャストロメファ ,トワイニング Twining(米) ,-0.18275660107061908,8,-0.29970971826532433,8,,
