,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,カワキタホクレア,牝3,55.0,川須,伊坂,美浦,2022100568,1128,サトノダイヤモンド ,カワキタラブポップ ,クロフネ ,-0.7086487630210943,12,-0.41171542744223527,12,,
1,1,2,モズシューター,牡3,57.0,荻野極,飯田,栗東,2022102852,1160,モズアスコット ,モズフリムカナイデ ,クロフネ ,1.0426700340804402,1,0.1439764701914958,1,,
2,2,3,ルクスコスモス,牝3,55.0,角田和,四位,栗東,2022101126,1186,モズアスコット ,サトノルミナス ,ディープインパクト ,0.016477056598401842,5,-0.1816336494161806,5,,
3,2,4,コパノハワード,牡3,57.0,荻野琢,梅田,栗東,2022104086,1112,コパノリッキー ,エバーアンドエバー ,ハーツクライ ,-0.8024609480116066,13,-0.4414819503533247,13,,
4,3,5,アラック,セ3,57.0,小沢,小椋,栗東,2022107369,1185,サトノアラジン ,インカインリー ,マジェスティックウォリアー Majestic Warrior(米) ,-0.13328999648703269,6,-0.22915460223744574,6,,
5,3,6,サラティーノ,牡3,57.0,シュタルケ,石坂,栗東,2022106697,5115,ルーラーシップ ,クレアドール ,ハーツクライ ,-2.3397634163843644,15,-0.9292666571131127,15,,
6,4,7,フェアゴー,牡3,57.0,丹内,西田,美浦,2022105174,1091,ミスターメロディ ,レーヴデトワール ,ゼンノロブロイ ,-0.16327856562355292,7,-0.23866994856866378,7,,
7,4,8,アンノドミニ,牡3,54.0,▲田山,佐々木,栗東,2022106643,1220,ドレフォン Drefong(米) ,スパイクナード ,ハーツクライ ,-0.4696545183776556,9,-0.33588276605057377,9,,
8,5,9,プリンスドール,牡3,57.0,幸,池江,栗東,2022103268,732,レイデオロ ,ユイフィーユ ,ディープインパクト ,-1.3521088239146166,14,-0.6158847328144013,14,,
9,5,10,サニースマイル,牡3,54.0,▲古川奈,羽月,栗東,2022100238,1190,ビッグアーサー ,ガラシャ ,キズナ ,-0.6017071218481032,11,-0.3777829397547639,11,,
10,6,11,ハクサンリンド,牡3,57.0,小林脩,菊川,美浦,2022104548,1183,ハクサンムーン ,ハクサンエルモ ,ハーツクライ ,0.7429942782067307,3,0.04888961922416171,3,,
11,6,12,ケイアイブイスリー,牡3,57.0,藤懸,平田,栗東,2022106583,1138,ルヴァンスレーヴ ,ケイアイガーベラ ,Smarty Jones (米) ,0.5314855525529263,4,-0.018221911423014173,4,,
12,7,13,チュウワロンドン,牡3,55.0,◇永島,庄野,栗東,2022107397,1187,タワーオブロンドン ,チュウワフェザー ,ファルブラヴ Falbrav(愛) ,-0.2629030086659936,8,-0.2702806957933153,8,,
13,7,14,ハウリングウィンド,牡3,57.0,北村友,安田,栗東,2022105321,1102,ブリックスアンドモルタル Bricks and Mortar(米) ,コンテスティッド Contested(米) ,Ghostzapper ,1.019576265558692,2,0.13664883796679556,2,,
14,8,15,ブレードダンシング,牡3,57.0,秋山稔,岩戸,美浦,2022100580,1181,サトノアラジン ,ココナッツパルム ,フレンチデピュティ French Deputy(米) ,-2.5201411850790305,16,-0.9865003627883827,16,,
15,8,16,ブリックンクリック,セ3,56.0,☆西塚,藤原,栗東,2022105300,1200,ブリックスアンドモルタル Bricks and Mortar(米) ,クォリティシーズン ,トワイニング Twining(米) ,-0.5225146006899458,10,-0.3526552231827682,10,,
