,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,プルナチャンドラ,牡4,56.0,秋山稔,小野,美浦,2021100329,1181,アニマルキングダム Animal Kingdom(米) ,エーシンジョイフル ,オペラハウス Opera House(英) ,2.1195107708152783,3,0.3493365936536591,3,,
1,1,2,モモンウールー,牝4,53.0,斎藤,池添,栗東,2021105984,1178,ドレフォン Drefong(米) ,ユアスイスイ ,ダイワメジャー ,2.1205929154775127,2,0.349621805449598,2,,
2,2,3,セレクティオ,牡5,56.0,シュタルケ,橋口,栗東,2020100987,5115,ジャスタウェイ ,キーポケット ,デヒア Dehere(米) ,1.730356566794511,4,0.24677048276349747,4,,
3,2,4,アスクデビューモア,牡4,56.0,戸崎圭,福永,栗東,2021104824,5386,マインドユアビスケッツ Mind Your Biscuits(米) ,アスクデピュティ ,フレンチデピュティ French Deputy(米) ,2.3827281254175805,1,0.4187105849954409,1,,
4,3,5,カイコウ,セ4,55.0,荻野極,田島,美浦,2021102388,1160,スクリーンヒーロー ,トウカイクルーク ,エンパイアメーカー Empire Maker(米) ,-0.1370598977202267,13,-0.24540881839422815,13,,
5,3,6,エンツォウーノ,セ5,55.0,荻野琢,田中克,栗東,2020104790,1112,エイシンヒカリ ,トレノエンジェル ,タイキシャトル ,-0.7080102568474339,15,-0.39588941770928443,15,,
6,4,7,デフィニティーボ,牡4,55.0,石川,上原佑,美浦,2021105929,1150,エピカリス ,アメリデラックス ,アメリカンボス ,0.6232376899809093,9,-0.04502355752854914,9,,
7,4,8,タッチャブル,牡5,54.0,藤懸,中村,栗東,2020105670,1138,リアルスティール ,フルボイス ,ルーラーシップ ,0.5178863327322425,11,-0.0727901314942236,11,,
8,5,9,アンバードール,牡4,56.0,団野,吉岡,栗東,2021104448,1180,カリフォルニアクローム California Chrome(米) ,バードオンアスク ,マンハッタンカフェ ,1.551487833014694,5,0.19962755023419987,5,,
9,5,10,マサハヤウォルズ,牡5,53.0,幸,今野,栗東,2020103045,732,マインドユアビスケッツ Mind Your Biscuits(米) ,ペイフォワード ,ディープインパクト ,-0.8883065733957152,16,-0.4434086062600314,16,,
10,6,11,エスシーヤマト,牝4,51.0,上里,加藤士,美浦,2021100845,1217,コパノリッキー ,リアライズキボンヌ ,アフリート Afleet(加) ,0.5893221253308063,10,-0.05396239855574073,10,,
11,6,12,ショウサンキズナ,牡6,55.0,小沢,松下,栗東,2019102265,1185,キズナ ,ショウサンウルル ,Grand Slam ,-0.2409539105633224,14,-0.27279129231328203,14,,
12,7,13,ムジェロ,牡5,55.0,西塚,藤原,栗東,2020103414,1200,ハーツクライ ,シーヴ Sheave(米) ,Mineshaft (米) ,1.0669160253331638,6,0.07191302152707171,6,,
13,7,14,カズタンジャー,牡4,57.0,和田竜,新谷,栗東,2021101259,1018,ドレフォン Drefong(米) ,ダウンタウンブギ ,アサクサキングス ,1.0093675178678765,7,0.056745443900355484,7,,
14,8,15,キングオブフジ,牡4,55.0,角田和,角田,栗東,2021106164,1186,ヘニーヒューズ Henny Hughes(米) ,ヘイローフジ ,キングヘイロー ,0.11102521055206087,12,-0.18002310634909932,12,,
15,8,16,アルファヒディ,セ6,57.0,西村淳,石坂,栗東,2019105322,1171,ハーツクライ ,ドバイマジェスティ Dubai Majesty(米) ,Essence of Dubai ,0.7130552430923262,8,-0.021351098084125563,8,,
