race_id,式別,馬番,配当,人気
202608010108,ワイド,1-5,610,6
202608010108,馬単,11→1,1090,2
202608010108,三連複,1-5-11,1750,3
202608010108,三連単,11→1→5,6840,7
202608010109,単勝,9,130,1
202608010109,複勝,9,110,1
202608010109,複勝,11,600,9
202608010109,複勝,13,170,2
202608010109,枠連,6-7,380,1
202608010109,馬連,9-11,2770,7
202608010109,ワイド,9-11,930,10
202608010109,ワイド,9-13,250,2
202608010109,ワイド,11-13,2340,24
202608010109,馬単,9→11,2940,9
202608010109,三連複,9-11-13,3930,14
202608010109,三連単,9→11→13,13700,43
202608010110,単勝,2,310,2
202608010110,複勝,2,130,2
202608010110,複勝,9,110,1
202608010110,複勝,7,230,5
202608010110,枠連,2-8,270,1
202608010110,馬連,2-9,460,1
202608010110,ワイド,2-9,210,1
202608010110,ワイド,2-7,510,5
202608010110,ワイド,7-9,520,6
202608010110,馬単,2→9,1130,6
202608010110,三連複,2-7-9,1570,5
202608010110,三連単,2→9→7,6480,18
202608010111,単勝,15,780,4
202608010111,複勝,15,260,2
202608010111,複勝,11,420,5
202608010111,複勝,10,2710,18
202608010111,枠連,6-7,1850,7
202608010111,馬連,11-15,5310,19
202608010111,ワイド,11-15,1870,19
202608010111,ワイド,10-15,12150,85
202608010111,ワイド,10-11,25080,123
202608010111,馬単,15→11,9200,34
202608010111,三連複,10-11-15,243770,378
202608010111,三連単,15→11→10,1096640,1
202608010112,単勝,10,3140,10
202608010112,複勝,10,630,11
202608010112,複勝,12,170,2
202608010112,複勝,6,160,1
202608010112,枠連,7-8,1580,5
202608010112,馬連,10-12,5360,23
202608010112,ワイド,10-12,1810,27
202608010112,ワイド,6-10,2420,33
202608010112,ワイド,6-12,490,2
202608010112,馬単,10→12,14130,60
202608010112,三連複,6-10-12,8920,33
202608010112,三連単,10→12→6,67840,257
202608010201,単勝,8,1220,6
202608010201,複勝,8,270,6
202608010201,複勝,6,110,1
202608010201,複勝,9,250,5
202608010201,枠連,4-5,1340,7
202608010201,馬連,6-8,1250,5
202608010201,ワイド,6-8,510,5
202608010201,ワイド,8-9,1570,19
202608010201,ワイド,6-9,540,6
202608010201,馬単,8→6,3190,13
202608010201,三連複,6-8-9,4140,16
202608010201,三連単,8→6→9,23960,78
202608010202,単勝,8,220,1
202608010202,複勝,8,120,1
202608010202,複勝,5,210,5
202608010202,複勝,9,170,3
202608010202,枠連,3-4,890,3
202608010202,馬連,5-8,1680,6
202608010202,ワイド,5-8,540,6
202608010202,ワイド,8-9,400,3
202608010202,ワイド,5-9,800,9
202608010202,馬単,8→5,2160,8
202608010202,三連複,5-8-9,3070,9
202608010202,三連単,8→5→9,12450,33
202608010203,単勝,1,410,2
202608010203,複勝,1,140,2
202608010203,複勝,8,110,1
202608010203,複勝,2,220,5
202608010203,枠連,1-5,360,1
202608010203,馬連,1-8,460,1
202608010203,ワイド,1-8,230,1
202608010203,ワイド,1-2,700,9
202608010203,ワイド,2-8,450,4
202608010203,馬単,1→8,1090,2
202608010203,三連複,1-2-8,1240,3
202608010203,三連単,1→8→2,5240,7
202608010204,単勝,9,780,4
202608010204,複勝,9,230,4
202608010204,複勝,8,210,3
202608010204,複勝,5,380,5
202608010204,枠連,7-7,2010,5
202608010204,馬連,8-9,1920,7
202608010204,ワイド,8-9,680,8
202608010204,ワイド,5-9,950,12
202608010204,ワイド,5-8,890,11
202608010204,馬単,9→8,4400,15
202608010204,三連複,5-8-9,5120,15
202608010204,三連単,9→8→5,29610,88
202608010205,単勝,2,330,1
202608010205,複勝,2,140,1
202608010205,複勝,10,1710,13
202608010205,複勝,15,150,2
202608010205,枠連,1-5,8730,17
202608010205,馬連,2-10,21250,36
202608010205,ワイド,2-10,4700,35
202608010205,ワイド,2-15,290,1
202608010205,ワイド,10-15,6140,44
202608010205,馬単,2→10,33170,65
202608010205,三連複,2-10-15,20210,54
202608010205,三連単,2→10→15,157970,375
202608010206,単勝,6,1750,6
202608010206,複勝,6,360,5
202608010206,複勝,3,530,8
202608010206,複勝,11,160,2
202608010206,枠連,2-4,1800,8
202608010206,馬連,3-6,19250,32
202608010206,ワイド,3-6,3620,30
202608010206,ワイド,6-11,960,12
202608010206,ワイド,3-11,1420,16
202608010206,馬単,6→3,28680,60
202608010206,三連複,3-6-11,19600,52
202608010206,三連単,6→3→11,232040,464
202608010207,単勝,13,9970,14
202608010207,複勝,13,2000,14
202608010207,複勝,10,310,5
202608010207,複勝,9,330,6
202608010207,枠連,6-7,11870,30
202608010207,馬連,10-13,27390,64
202608010207,ワイド,10-13,7040,64
202608010207,ワイド,9-13,11280,79
202608010207,ワイド,9-10,1480,17
202608010207,馬単,13→10,70630,146
202608010207,三連複,9-10-13,82490,211
202608010207,三連単,13→10→9,543120,1
202608010208,単勝,6,570,2
202608010208,複勝,6,180,1
202608010208,複勝,14,220,6
202608010208,複勝,15,220,5
202608010208,枠連,4-8,900,2
202608010208,馬連,6-14,2190,9
202608010208,ワイド,6-14,770,10
202608010208,ワイド,6-15,660,4
202608010208,ワイド,14-15,690,6
202608010208,馬単,6→14,4250,14
202608010208,三連複,6-14-15,4560,9
202608010208,三連単,6→14→15,23520,49
202608010209,単勝,3,1210,5
202608010209,複勝,3,220,5
202608010209,複勝,4,160,3
202608010209,複勝,6,130,1
202608010209,枠連,3-4,3240,13
202608010209,馬連,3-4,2690,11
202608010209,ワイド,3-4,690,8
202608010209,ワイド,3-6,500,6
202608010209,ワイド,4-6,310,2
202608010209,馬単,3→4,6600,27
202608010209,三連複,3-4-6,2050,5
202608010209,三連単,3→4→6,23210,83
202608010210,単勝,11,1220,4
202608010210,複勝,11,200,4
202608010210,複勝,12,130,2
202608010210,複勝,14,110,1
202608010210,枠連,6-6,2330,10
202608010210,馬連,11-12,1910,7
202608010210,ワイド,11-12,500,5
202608010210,ワイド,11-14,300,2
202608010210,ワイド,12-14,230,1
202608010210,馬単,11→12,5090,16
202608010210,三連複,11-12-14,780,1
202608010210,三連単,11→12→14,12260,32
202608010211,単勝,5,230,1
202608010211,複勝,5,110,1
202608010211,複勝,9,130,3
202608010211,複勝,2,120,2
202608010211,枠連,5-8,400,1
202608010211,馬連,5-9,440,1
202608010211,ワイド,5-9,190,1
202608010211,ワイド,2-5,190,2
202608010211,ワイド,2-9,300,3
202608010211,馬単,5→9,640,1
202608010211,三連複,2-5-9,530,1
202608010211,三連単,5→9→2,1640,1
202608010212,単勝,11,330,2
202608010212,複勝,11,140,2
202608010212,複勝,10,130,1
202608010212,複勝,9,320,5
202608010212,枠連,6-6,570,2
202608010212,馬連,10-11,570,1
202608010212,ワイド,10-11,260,1
202608010212,ワイド,9-11,1070,13
202608010212,ワイド,9-10,660,6
202608010212,馬単,11→10,1050,2
202608010212,三連複,9-10-11,2450,3
202608010212,三連単,11→10→9,9970,18
202608010301,単勝,6,340,2
202608010301,複勝,6,110,2
202608010301,複勝,3,110,1
202608010301,複勝,16,200,5
202608010301,枠連,2-3,230,1
202608010301,馬連,3-6,290,1
202608010301,ワイド,3-6,150,1
202608010301,ワイド,6-16,500,7
202608010301,ワイド,3-16,320,3
202608010301,馬単,6→3,570,2
202608010301,三連複,3-6-16,860,3
202608010301,三連単,6→3→16,3930,10
202608010302,単勝,14,330,1
202608010302,複勝,14,130,2
202608010302,複勝,12,120,1
202608010302,複勝,2,130,3
202608010302,枠連,7-8,610,1
202608010302,馬連,12-14,840,3
202608010302,ワイド,12-14,300,2
202608010302,ワイド,2-14,290,1
202608010302,ワイド,2-12,310,3
202608010302,馬単,14→12,1690,5
202608010302,三連複,2-12-14,940,1
202608010302,三連単,14→12→2,5600,5
202608010303,単勝,2,300,1
202608010303,複勝,2,140,1
202608010303,複勝,4,190,3
202608010303,複勝,3,1280,15
202608010303,枠連,1-2,500,1
202608010303,馬連,2-4,940,2
202608010303,ワイド,2-4,420,2
202608010303,ワイド,2-3,3510,35
202608010303,ワイド,3-4,5260,52
202608010303,馬単,2→4,1400,3
202608010303,三連複,2-3-4,13990,40
202608010303,三連単,2→4→3,48810,126
202608010304,単勝,5,590,4
202608010304,複勝,5,140,2
202608010304,複勝,3,140,4
202608010304,複勝,6,110,1
202608010304,枠連,3-5,1390,7
202608010304,馬連,3-5,1290,6
202608010304,ワイド,3-5,400,5
202608010304,ワイド,5-6,240,2
202608010304,ワイド,3-6,260,3
202608010304,馬単,5→3,2740,11
202608010304,三連複,3-5-6,730,1
202608010304,三連単,5→3→6,7810,24
202608010305,単勝,6,2280,7
202608010305,複勝,6,610,7
202608010305,複勝,11,320,4
202608010305,複勝,2,200,3
202608010305,枠連,3-6,2020,8
202608010305,馬連,6-11,18450,35
202608010305,ワイド,6-11,4090,35
202608010305,ワイド,2-6,1070,11
202608010305,ワイド,2-11,960,9
202608010305,馬単,6→11,31750,61
202608010305,三連複,2-6-11,13350,32
202608010305,三連単,6→11→2,120830,293
202608010306,単勝,6,620,5
202608010306,複勝,6,190,2
202608010306,複勝,13,220,5
202608010306,複勝,14,200,3
202608010306,枠連,3-7,830,2
202608010306,馬連,6-13,1940,9
202608010306,ワイド,6-13,690,7
202608010306,ワイド,6-14,700,6
202608010306,ワイド,13-14,610,4
202608010306,馬単,6→13,3460,12
202608010306,三連複,6-13-14,3210,5
202608010306,三連単,6→13→14,18940,36
202608010307,単勝,9,1730,8
202608010307,複勝,9,500,8
202608010307,複勝,4,2510,13
202608010307,複勝,11,1540,11
202608010307,枠連,3-5,16700,30
202608010307,馬連,4-9,65190,73
202608010307,ワイド,4-9,16350,77
202608010307,ワイド,9-11,11490,67
202608010307,ワイド,4-11,50280,100
202608010307,馬単,9→4,72290,122
202608010307,三連複,4-9-11,808220,396
202608010307,三連単,9→4→11,4544550,2
202608010308,単勝,5,480,3
202608010308,複勝,5,120,3
202608010308,複勝,1,110,2
202608010308,複勝,2,110,1
202608010308,枠連,1-5,850,3
202608010308,馬連,1-5,800,3
202608010308,ワイド,1-5,240,3
202608010308,ワイド,2-5,220,2
202608010308,ワイド,1-2,150,1
202608010308,馬単,5→1,1700,6
202608010308,三連複,1-2-5,490,1
202608010308,三連単,5→1→2,3680,6
202608010309,単勝,4,130,1
202608010309,複勝,4,110,2
202608010309,複勝,6,130,1
202608010309,複勝,3,270,6
202608010309,馬連,4-6,240,1
202608010309,ワイド,4-6,140,1
202608010309,ワイド,3-4,550,7
202608010309,ワイド,3-6,1120,13
202608010309,馬単,4→6,320,1
202608010309,三連複,3-4-6,1900,6
202608010309,三連単,4→6→3,3540,10
202608010310,単勝,10,480,3
202608010310,複勝,10,210,3
202608010310,複勝,4,300,4
202608010310,複勝,12,360,5
202608010310,枠連,2-5,2100,11
202608010310,馬連,4-10,2300,8
202608010310,ワイド,4-10,1050,9
202608010310,ワイド,10-12,1060,10
202608010310,ワイド,4-12,1740,19
202608010310,馬単,10→4,4250,12
202608010310,三連複,4-10-12,7870,18
202608010310,三連単,10→4→12,33220,69
202608010311,単勝,4,1810,5
202608010311,複勝,4,280,4
202608010311,複勝,1,300,6
202608010311,複勝,8,110,1
202608010311,枠連,1-2,2440,10
202608010311,馬連,1-4,9200,22
202608010311,ワイド,1-4,2440,24
202608010311,ワイド,4-8,460,4
202608010311,ワイド,1-8,510,5
202608010311,馬単,4→1,27390,57
202608010311,三連複,1-4-8,4490,14
202608010311,三連単,4→1→8,73660,196
202608010312,単勝,14,340,2
202608010312,複勝,14,150,2
202608010312,複勝,8,130,1
202608010312,複勝,1,330,6
202608010312,枠連,4-7,460,1
202608010312,馬連,8-14,510,1
202608010312,ワイド,8-14,260,1
202608010312,ワイド,1-14,1190,12
202608010312,ワイド,1-8,750,7
202608010312,馬単,14→8,1050,2
202608010312,三連複,1-8-14,2390,4
202608010312,三連単,14→8→1,10800,13
202608010401,単勝,3,400,2
202608010401,複勝,3,130,2
202608010401,複勝,6,120,1
202608010401,複勝,14,240,5
202608010401,枠連,2-3,510,1
202608010401,馬連,3-6,510,1
202608010401,ワイド,3-6,240,1
202608010401,ワイド,3-14,640,9
202608010401,ワイド,6-14,680,10
202608010401,馬単,3→6,1130,2
202608010401,三連複,3-6-14,1680,4
202608010401,三連単,3→6→14,6390,10
202608010402,単勝,10,4080,9
202608010402,複勝,10,660,9
202608010402,複勝,14,120,1
202608010402,複勝,3,250,4
202608010402,枠連,5-7,2260,8
202608010402,馬連,10-14,4090,13
202608010402,ワイド,10-14,1420,14
202608010402,ワイド,3-10,3620,39
202608010402,ワイド,3-14,490,4
202608010402,馬単,10→14,12920,36
202608010402,三連複,3-10-14,11760,38
202608010402,三連単,10→14→3,134780,337
202608010403,単勝,3,870,5
202608010403,複勝,3,220,4
202608010403,複勝,2,250,5
202608010403,複勝,1,140,1
202608010403,枠連,1-2,540,3
202608010403,馬連,2-3,2860,11
202608010403,ワイド,2-3,770,8
202608010403,ワイド,1-3,450,4
202608010403,ワイド,1-2,500,5
202608010403,馬単,3→2,4750,18
202608010403,三連複,1-2-3,2090,4
202608010403,三連単,3→2→1,17820,54
202608010404,単勝,5,490,2
202608010404,複勝,5,130,2
202608010404,複勝,14,140,3
202608010404,複勝,3,110,1
202608010404,枠連,4-8,990,5
202608010404,馬連,5-14,860,3
202608010404,ワイド,5-14,300,3
202608010404,ワイド,3-5,240,1
202608010404,ワイド,3-14,290,2
202608010404,馬単,5→14,1960,7
202608010404,三連複,3-5-14,990,1
202608010404,三連単,5→14→3,6540,9
202608010405,単勝,7,290,1
202608010405,複勝,7,150,1
202608010405,複勝,5,150,2
202608010405,複勝,3,480,9
202608010405,枠連,5-7,850,3
202608010405,馬連,5-7,930,2
202608010405,ワイド,5-7,370,2
202608010405,ワイド,3-7,1060,15
202608010405,ワイド,3-5,1380,20
202608010405,馬単,7→5,1650,2
202608010405,三連複,3-5-7,5740,21
202608010405,三連単,7→5→3,16730,54
202608010406,単勝,13,810,4
202608010406,複勝,13,200,4
202608010406,複勝,6,140,2
202608010406,複勝,11,120,1
202608010406,枠連,4-8,1210,5
202608010406,馬連,6-13,2620,8
202608010406,ワイド,6-13,750,7
202608010406,ワイド,11-13,430,4
202608010406,ワイド,6-11,260,1
202608010406,馬単,13→6,5950,18
202608010406,三連複,6-11-13,1520,3
202608010406,三連単,13→6→11,17180,41
202608010407,単勝,12,830,4
202608010407,複勝,12,270,4
202608010407,複勝,2,200,3
202608010407,複勝,10,180,2
202608010407,枠連,2-7,1930,10
202608010407,馬連,2-12,2220,8
202608010407,ワイド,2-12,910,13
202608010407,ワイド,10-12,780,8
202608010407,ワイド,2-10,830,9
202608010407,馬単,12→2,5650,23
202608010407,三連複,2-10-12,5340,17
202608010407,三連単,12→2→10,31490,103
202608010408,単勝,15,250,1
202608010408,複勝,15,120,1
202608010408,複勝,4,160,2
202608010408,複勝,8,190,3
202608010408,枠連,2-8,660,1
202608010408,馬連,4-15,740,1
202608010408,ワイド,4-15,300,1
202608010408,ワイド,8-15,400,3
202608010408,ワイド,4-8,740,7
202608010408,馬単,15→4,1160,1
202608010408,三連複,4-8-15,1860,3
202608010408,三連単,15→4→8,6570,4
202608010409,単勝,9,570,3
202608010409,複勝,9,190,3
202608010409,複勝,6,220,4
202608010409,複勝,7,240,5
202608010409,枠連,6-8,1470,7
202608010409,馬連,6-9,1860,10
202608010409,ワイド,6-9,540,9
202608010409,ワイド,7-9,700,11
202608010409,ワイド,6-7,720,12
202608010409,馬単,9→6,3870,17
202608010409,三連複,6-7-9,5020,18
202608010409,三連単,9→6→7,27010,94
202608010410,単勝,11,600,3
202608010410,複勝,11,220,4
202608010410,複勝,8,140,1
202608010410,複勝,15,4450,13
202608010410,枠連,5-6,700,2
202608010410,馬連,8-11,1240,4
202608010410,ワイド,8-11,540,4
202608010410,ワイド,11-15,24840,71
202608010410,ワイド,8-15,13870,58
202608010410,馬単,11→8,2510,8
202608010410,三連複,8-11-15,104210,156
202608010410,三連単,11→8→15,430290,784
202608010411,単勝,12,360,2
202608010411,複勝,12,140,1
202608010411,複勝,6,200,3
202608010411,複勝,13,440,7
202608010411,枠連,3-6,300,1
202608010411,馬連,6-12,890,2
202608010411,ワイド,6-12,390,2
202608010411,ワイド,12-13,1270,14
202608010411,ワイド,6-13,1530,18
202608010411,馬単,12→6,1490,3
202608010411,三連複,6-12-13,4690,10
202608010411,三連単,12→6→13,20210,41
202608010412,単勝,12,390,1
202608010412,複勝,12,150,1
202608010412,複勝,8,220,4
202608010412,複勝,14,180,3
202608010412,枠連,4-6,1080,4
202608010412,馬連,8-12,1500,4
202608010412,ワイド,8-12,560,4
202608010412,ワイド,12-14,460,3
202608010412,ワイド,8-14,980,10
202608010412,馬単,12→8,2500,7
202608010412,三連複,8-12-14,2730,3
202608010412,三連単,12→8→14,14240,14
202608010501,単勝,14,370,1
202608010501,複勝,14,180,3
202608010501,複勝,4,300,5
202608010501,複勝,15,330,6
202608010501,枠連,2-7,1830,9
202608010501,馬連,4-14,2450,11
202608010501,ワイド,4-14,940,11
202608010501,ワイド,14-15,790,8
202608010501,ワイド,4-15,1530,18
202608010501,馬単,14→4,4080,14
202608010501,三連複,4-14-15,9150,30
202608010501,三連単,14→4→15,36020,118
202608010502,単勝,7,170,1
202608010502,複勝,7,110,1
202608010502,複勝,3,140,3
202608010502,複勝,10,120,2
202608010502,枠連,2-4,400,2
202608010502,馬連,3-7,540,2
202608010502,ワイド,3-7,240,2
202608010502,ワイド,7-10,180,1
202608010502,ワイド,3-10,390,5
202608010502,馬単,7→3,700,2
202608010502,三連複,3-7-10,660,1
202608010502,三連単,7→3→10,2070,2
202608010503,単勝,11,670,4
202608010503,複勝,11,200,4
202608010503,複勝,16,1080,10
202608010503,複勝,13,190,3
202608010503,枠連,6-8,8990,19
202608010503,馬連,11-16,24730,37
202608010503,ワイド,11-16,4290,36
202608010503,ワイド,11-13,600,5
202608010503,ワイド,13-16,4090,34
202608010503,馬単,11→16,40300,73
202608010503,三連複,11-13-16,29540,73
202608010503,三連単,11→16→13,207860,445
202608010504,単勝,10,450,2
202608010504,複勝,10,160,2
202608010504,複勝,16,140,1
202608010504,複勝,5,880,10
202608010504,枠連,5-8,370,1
202608010504,馬連,10-16,790,1
202608010504,ワイド,10-16,350,1
202608010504,ワイド,5-10,4390,39
202608010504,ワイド,5-16,2420,27
202608010504,馬単,10→16,1640,3
202608010504,三連複,5-10-16,12580,37
202608010504,三連単,10→16→5,58820,166
202608010505,単勝,6,340,1
202608010505,複勝,6,150,1
202608010505,複勝,5,180,3
202608010505,複勝,7,660,8
202608010505,枠連,3-3,710,3
202608010505,馬連,5-6,710,1
202608010505,ワイド,5-6,350,1
202608010505,ワイド,6-7,1930,21
202608010505,ワイド,5-7,2610,27
202608010505,馬単,6→5,1120,1
202608010505,三連複,5-6-7,6720,18
202608010505,三連単,6→5→7,20090,40
202608010506,単勝,8,660,4
202608010506,複勝,8,200,4
202608010506,複勝,4,140,3
202608010506,複勝,2,140,2
202608010506,枠連,4-8,1160,5
202608010506,馬連,4-8,1240,5
202608010506,ワイド,4-8,400,5
202608010506,ワイド,2-8,600,11
202608010506,ワイド,2-4,270,2
202608010506,馬単,8→4,2470,10
202608010506,三連複,2-4-8,1840,8
202608010506,三連単,8→4→2,10360,39
202608010507,単勝,14,730,4
202608010507,複勝,14,250,4
202608010507,複勝,13,280,5
202608010507,複勝,12,1030,9
202608010507,枠連,7-7,3310,9
202608010507,馬連,13-14,3450,10
202608010507,ワイド,13-14,1110,11
202608010507,ワイド,12-14,4000,34
202608010507,ワイド,12-13,4190,35
202608010507,馬単,14→13,6980,21
202608010507,三連複,12-13-14,32060,75
202608010507,三連単,14→13→12,144150,309
202608010508,単勝,7,700,5
202608010508,複勝,7,210,4
202608010508,複勝,5,170,2
202608010508,複勝,10,130,1
202608010508,枠連,3-4,1420,6
202608010508,馬連,5-7,2260,9
202608010508,ワイド,5-7,640,6
202608010508,ワイド,7-10,440,3
202608010508,ワイド,5-10,350,2
202608010508,馬単,7→5,4170,17
202608010508,三連複,5-7-10,2330,4
202608010508,三連単,7→5→10,12950,22
202608010509,単勝,10,310,1
202608010509,複勝,10,140,1
202608010509,複勝,3,740,9
202608010509,複勝,9,380,6
202608010509,枠連,3-7,4270,15
202608010509,馬連,3-10,6980,24
202608010509,ワイド,3-10,2010,22
202608010509,ワイド,9-10,900,9
202608010509,ワイド,3-9,6830,44
202608010509,馬単,10→3,10550,37
202608010509,三連複,3-9-10,26700,72
202608010509,三連単,10→3→9,117900,333
202608010510,単勝,15,470,3
202608010510,複勝,15,200,3
202608010510,複勝,14,640,8
202608010510,複勝,8,200,4
202608010510,枠連,7-8,4480,13
202608010510,馬連,14-15,5540,17
202608010510,ワイド,14-15,1820,18
202608010510,ワイド,8-15,460,3
202608010510,ワイド,8-14,1580,16
202608010510,馬単,15→14,7810,26
202608010510,三連複,8-14-15,6780,19
202608010510,三連単,15→14→8,37470,111
202608010511,単勝,3,1950,9
202608010511,複勝,3,520,10
202608010511,複勝,16,280,4
202608010511,複勝,1,240,3
202608010511,枠連,2-8,1880,10
202608010511,馬連,3-16,7000,35
202608010511,ワイド,3-16,2260,31
202608010511,ワイド,1-3,2370,35
202608010511,ワイド,1-16,950,6
202608010511,馬単,3→16,19190,86
202608010511,三連複,1-3-16,18730,72
202608010511,三連単,3→16→1,142040,567
202608010512,単勝,9,1030,6
202608010512,複勝,9,320,6
202608010512,複勝,8,200,3
202608010512,複勝,7,530,9
202608010512,枠連,4-5,1630,6
202608010512,馬連,8-9,2360,7
202608010512,ワイド,8-9,780,4
202608010512,ワイド,7-9,2080,25
202608010512,ワイド,7-8,1780,20
202608010512,馬単,9→8,5550,21
202608010512,三連複,7-8-9,15370,52
202608010512,三連単,9→8→7,85730,287
202608010601,単勝,8,110,1
202608010601,複勝,8,110,1
202608010601,複勝,4,150,2
202608010601,複勝,6,160,3
202608010601,枠連,4-7,450,2
202608010601,馬連,4-8,420,2
202608010601,ワイド,4-8,240,4
202608010601,ワイド,6-8,190,1
202608010601,ワイド,4-6,610,10
202608010601,馬単,8→4,550,4
202608010601,三連複,4-6-8,930,5
202608010601,三連単,8→4→6,1950,8
202608010602,単勝,3,570,3
202608010602,複勝,3,160,4
202608010602,複勝,8,120,2
202608010602,複勝,11,120,1
202608010602,枠連,2-4,1010,5
202608010602,馬連,3-8,960,4
202608010602,ワイド,3-8,390,5
202608010602,ワイド,3-11,300,3
202608010602,ワイド,8-11,250,1
202608010602,馬単,3→8,2200,9
202608010602,三連複,3-8-11,1010,2
202608010602,三連単,3→8→11,5800,10
202608010603,単勝,10,280,1
202608010603,複勝,10,120,1
202608010603,複勝,12,120,2
202608010603,複勝,8,130,3
202608010603,枠連,7-8,350,1
202608010603,馬連,10-12,610,1
202608010603,ワイド,10-12,260,1
202608010603,ワイド,8-10,260,2
202608010603,ワイド,8-12,310,3
202608010603,馬単,10→12,1200,4
202608010603,三連複,8-10-12,800,1
202608010603,三連単,10→12→8,3630,3
202608010604,単勝,1,680,4
202608010604,複勝,1,210,4
202608010604,複勝,8,200,3
202608010604,複勝,13,140,1
202608010604,枠連,1-4,1110,5
202608010604,馬連,1-8,1470,4
202608010604,ワイド,1-8,520,4
202608010604,ワイド,1-13,510,3
202608010604,ワイド,8-13,340,2
202608010604,馬単,1→8,3030,10
202608010604,三連複,1-8-13,2020,2
202608010604,三連単,1→8→13,12500,17
202608010605,単勝,9,430,2
202608010605,複勝,9,150,2
202608010605,複勝,6,420,7
202608010605,複勝,18,190,3
202608010605,枠連,3-5,1150,5
202608010605,馬連,6-9,2690,13
202608010605,ワイド,6-9,910,12
202608010605,ワイド,9-18,470,5
202608010605,ワイド,6-18,1270,17
202608010605,馬単,9→6,4070,20
202608010605,三連複,6-9-18,5140,21
202608010605,三連単,9→6→18,28430,102
202608010606,単勝,5,220,1
202608010606,複勝,5,110,1
202608010606,複勝,4,140,3
202608010606,複勝,3,200,5
202608010606,馬連,4-5,620,2
202608010606,ワイド,4-5,270,2
202608010606,ワイド,3-5,340,4
202608010606,ワイド,3-4,620,10
202608010606,馬単,5→4,940,2
202608010606,三連複,3-4-5,1520,6
202608010606,三連単,5→4→3,4600,8
202608010607,単勝,9,450,2
202608010607,複勝,9,150,2
202608010607,複勝,16,110,1
202608010607,複勝,3,290,7
202608010607,枠連,5-8,330,1
202608010607,馬連,9-16,380,1
202608010607,ワイド,9-16,200,1
202608010607,ワイド,3-9,980,12
202608010607,ワイド,3-16,540,7
202608010607,馬単,9→16,900,2
202608010607,三連複,3-9-16,1870,6
202608010607,三連単,9→16→3,8370,17
202608010608,単勝,8,260,2
202608010608,複勝,8,110,1
202608010608,複勝,2,110,2
202608010608,複勝,5,120,3
