race_id,式別,馬番,配当,人気
202508010101,単勝,10,480,2
202508010101,複勝,10,160,3
202508010101,複勝,6,160,2
202508010101,複勝,3,480,7
202508010101,枠連,5-7,620,3
202508010101,馬連,6-10,1050,4
202508010101,ワイド,6-10,400,3
202508010101,ワイド,3-10,1280,16
202508010101,ワイド,3-6,1570,18
202508010101,馬単,10→6,1740,4
202508010101,三連複,3-6-10,5920,22
202508010101,三連単,10→6→3,24930,89
202508010102,単勝,6,1040,6
202508010102,複勝,6,220,6
202508010102,複勝,5,190,4
202508010102,複勝,9,140,1
202508010102,枠連,5-6,3670,11
202508010102,馬連,5-6,3000,14
202508010102,ワイド,5-6,910,15
202508010102,ワイド,6-9,510,8
202508010102,ワイド,5-9,380,4
202508010102,馬単,6→5,6750,29
202508010102,三連複,5-6-9,3040,14
202508010102,三連単,6→5→9,31430,121
202508010103,単勝,13,310,2
202508010103,複勝,13,140,2
202508010103,複勝,4,240,5
202508010103,複勝,2,130,1
202508010103,枠連,3-7,2550,11
202508010103,馬連,4-13,2590,10
202508010103,ワイド,4-13,720,8
202508010103,ワイド,2-13,260,1
202508010103,ワイド,2-4,450,4
202508010103,馬単,13→4,3450,12
202508010103,三連複,2-4-13,1420,2
202508010103,三連単,13→4→2,12230,29
202508010104,単勝,3,610,3
202508010104,複勝,3,300,2
202508010104,複勝,2,350,4
202508010104,複勝,9,1540,7
202508010104,枠連,2-3,1400,4
202508010104,馬連,2-3,1110,4
202508010104,ワイド,2-3,390,4
202508010104,ワイド,3-9,1500,16
202508010104,ワイド,2-9,1730,17
202508010104,馬単,3→2,2770,10
202508010104,三連複,2-3-9,9430,22
202508010104,三連単,3→2→9,37720,94
202508010105,単勝,9,340,1
202508010105,複勝,9,160,1
202508010105,複勝,12,190,3
202508010105,複勝,6,610,9
202508010105,枠連,5-6,410,1
202508010105,馬連,9-12,950,1
202508010105,ワイド,9-12,450,1
202508010105,ワイド,6-9,2070,25
202508010105,ワイド,6-12,2310,29
202508010105,馬単,9→12,1950,1
202508010105,三連複,6-9-12,10410,33
202508010105,三連単,9→12→6,36870,105
202508010106,単勝,2,510,3
202508010106,複勝,2,170,4
202508010106,複勝,4,110,2
202508010106,複勝,6,300,5
202508010106,枠連,2-4,530,3
202508010106,馬連,2-4,500,3
202508010106,ワイド,2-4,250,2
202508010106,ワイド,2-6,980,10
202508010106,ワイド,4-6,630,7
202508010106,馬単,2→4,1480,5
202508010106,三連複,2-4-6,2360,7
202508010106,三連単,2→4→6,12730,42
202508010107,単勝,1,200,1
202508010107,複勝,1,120,1
202508010107,複勝,5,420,6
202508010107,複勝,4,500,7
202508010107,馬連,1-5,1590,8
202508010107,ワイド,1-5,620,9
202508010107,ワイド,1-4,620,8
202508010107,ワイド,4-5,2070,18
202508010107,馬単,1→5,2050,9
202508010107,三連複,1-4-5,6780,21
202508010107,三連単,1→5→4,16570,61
202508010108,単勝,14,210,1
202508010108,複勝,14,140,1
202508010108,複勝,16,770,10
202508010108,複勝,10,230,5
202508010108,枠連,7-8,4450,14
202508010108,馬連,14-16,4810,18
202508010108,ワイド,14-16,1550,17
202508010108,ワイド,10-14,400,4
202508010108,ワイド,10-16,4450,41
202508010108,馬単,14→16,6410,26
202508010108,三連複,10-14-16,8320,30
202508010108,三連単,14→16→10,33970,112
202508010109,単勝,5,350,2
202508010109,複勝,5,130,2
202508010109,複勝,8,130,1
202508010109,複勝,3,210,6
202508010109,馬連,5-8,500,1
202508010109,ワイド,5-8,180,1
202508010109,ワイド,3-5,350,2
202508010109,ワイド,3-8,460,7
202508010109,馬単,5→8,1120,2
202508010109,三連複,3-5-8,1280,3
202508010109,三連単,5→8→3,5010,3
202508010110,単勝,5,430,3
202508010110,複勝,5,160,3
202508010110,複勝,7,140,1
202508010110,複勝,8,380,8
202508010110,枠連,5-7,610,2
202508010110,馬連,5-7,750,2
202508010110,ワイド,5-7,350,2
202508010110,ワイド,5-8,1390,20
202508010110,ワイド,7-8,750,11
202508010110,馬単,5→7,1660,4
202508010110,三連複,5-7-8,4160,14
202508010110,三連単,5→7→8,22100,83
202508010111,単勝,6,160,1
202508010111,複勝,6,110,1
202508010111,複勝,1,140,2
202508010111,複勝,2,170,4
202508010111,枠連,1-5,480,2
202508010111,馬連,1-6,490,1
202508010111,ワイド,1-6,220,1
202508010111,ワイド,2-6,320,3
202508010111,ワイド,1-2,550,7
202508010111,馬単,6→1,610,1
202508010111,三連複,1-2-6,980,1
202508010111,三連単,6→1→2,2170,1
202508010112,単勝,8,320,2
202508010112,複勝,8,170,1
202508010112,複勝,5,260,3
202508010112,複勝,6,310,4
202508010112,馬連,5-8,1110,5
202508010112,ワイド,5-8,290,4
202508010112,ワイド,6-8,350,5
202508010112,ワイド,5-6,390,6
202508010112,馬単,8→5,1950,7
202508010112,三連複,5-6-8,1480,5
202508010112,三連単,8→5→6,6800,24
202508010201,単勝,10,370,2
202508010201,複勝,10,130,1
202508010201,複勝,1,140,2
202508010201,複勝,11,150,3
202508010201,枠連,1-7,690,2
202508010201,馬連,1-10,790,2
202508010201,ワイド,1-10,340,1
202508010201,ワイド,10-11,340,2
202508010201,ワイド,1-11,480,4
202508010201,馬単,10→1,1610,2
202508010201,三連複,1-10-11,1350,1
202508010201,三連単,10→1→11,5740,2
202508010202,単勝,8,260,1
202508010202,複勝,8,110,1
202508010202,複勝,3,140,4
202508010202,複勝,11,130,3
202508010202,枠連,3-6,520,4
202508010202,馬連,3-8,550,4
202508010202,ワイド,3-8,220,4
202508010202,ワイド,8-11,210,2
202508010202,ワイド,3-11,290,6
202508010202,馬単,8→3,960,4
202508010202,三連複,3-8-11,580,3
202508010202,三連単,8→3→11,3220,11
202508010203,単勝,4,690,4
202508010203,複勝,4,160,3
