,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ウインハルフォード,牡2,56.0,団野,西園翔,454(0),栗東,2023105987,01180,タワーオブロンドン  ,ハイキートーン  ,ハーツクライ  ,-3.568111260479127,10
1,2,2,ゴッドシュアウイン,牡2,56.0,角田和,飯田,496(0),栗東,2023105026,01186,マテラスカイ  ,マーテル  ,ドゥラメンテ  ,-5.541864558289391,14
2,2,3,メイショウゴウケツ,牡2,56.0,太宰,石橋,492(0),栗東,2023106563,01037,リオンディーズ  ,メイショウカズヒメ  ,フレンチデピュティ  French Deputy(米)  ,-4.635568215518629,12
3,3,4,マイネルカイザー,牡2,56.0,菱田,宮,448(0),栗東,2023104460,01144,ダノンキングリー  ,スクービドゥー  Scoubidou(独)  ,Johan Cruyff  ,-3.731385471999869,11
4,3,5,アロハ,牝2,55.0,松山,杉山晴,450(0),栗東,2023106115,01126,エピファネイア  ,ヤマノフェアリー  ,ディープインパクト  ,-0.9914424539802851,3
5,4,6,パウワウビート,牡2,56.0,岩田望,友道,478(0),栗東,2023110016,01174,Sioux Nation  ,Blissful Beat  ,Beat Hollow  ,-3.3605164729166486,8
6,4,7,ラヴィニール,牝2,55.0,戸崎圭,武英,448(0),栗東,2023107047,05386,キズナ  ,シンプリーラヴィシング  Simply Ravishing(米)  ,Laoban  ,-2.3492591181064078,5
7,5,8,ジョイフルサンデー,牡2,56.0,古川吉,宮,472(0),栗東,2023100342,01015,ディスクリートキャット  Discreet Cat(米)  ,カフェドラペ  ,マンハッタンカフェ  ,-0.7183302804372447,2
8,5,9,ラブインアクション,牝2,55.0,坂井,橋口,470(0),栗東,2023110043,01163,Nyquist  (米)  ,My Sweet Girl  ,Bernardini  (米)  ,-1.4550555524240913,4
9,6,10,ラヴネヴァーダイズ,牡2,55.0,☆吉村,渡辺,488(0),栗東,2023102131,01216,ミッキーアイル  ,モーレアモーレ  ,ジャイアントレッカー  Giant Wrecker(米)  ,-2.7866064876677235,6
10,6,11,メイショウソウテン,牡2,56.0,和田竜,鈴木孝,558(0),栗東,2023103180,01018,ブリックスアンドモルタル  Bricks and Mortar(米)  ,アスカリアン  ,マンハッタンカフェ  ,-0.14751893431596225,1
11,7,12,バルセシート,牡2,56.0,北村友,松下,466(0),栗東,2023107241,01102,キズナ  ,マラコスタムブラダ  Malacostumbrada(亜)  ,Lizard Island  ,-3.2680146060609254,7
12,7,13,メイショウトッド,牡2,56.0,田口,安達,450(0),栗東,2023106559,01208,ドレフォン  Drefong(米)  ,メイショウベルボン  ,ディープブリランテ  ,-4.758172971409319,13
13,8,14,モチモチチャン,牝2,55.0,佐々木,西村,482(0),栗東,2023104925,01197,デクラレーションオブウォー  ,エオスモン  ,ジャスタウェイ  ,-5.979124278134954,15
14,8,15,マサノハヤブサ,牡2,53.0,▲和田陽,藤野,420(0),栗東,2023100016,01223,サートゥルナーリア  ,マサノヴィクトワル  ,ヴィクトワールピサ  ,-3.4695109456682363,9
