,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ハッピーサプライズ,牡4,58.0,菊沢,佐藤吉,470(+12),美浦,2021106395,01161,レッドファルクス  ,ハッピーパーティー  ,クロフネ  ,-4.456995671774765,15
1,1,2,ルイステソーロ,牡3,57.0,丹内,畠山,480(-2),美浦,2022100574,01091,シニスターミニスター  Sinister Minister(米)  ,ヘルディン  ,ロードアルティマ  ,-1.6436370701001535,5
2,2,3,オーサムデアラー,セ5,58.0,大野,上原博,482(+2),美浦,2020102952,01096,マインドユアビスケッツ  Mind Your Biscuits(米)  ,デアリングハート  ,サンデーサイレンス  Sunday Silence(米)  ,-3.698762309836896,11
3,2,4,バルサミコ,牝4,53.0,▲佐藤,小手川,432(0),美浦,2021103798,01207,オルフェーヴル  ,サウンタ  Saunta(英)  ,Invincible Spirit  (愛)  ,3.033191629507652,1
4,3,5,カサブランカキッド,牡5,58.0,野中,和田勇,530(+12),美浦,2020104936,01158,ドレフォン  Drefong(米)  ,ビーチパラソル  ,ダイワメジャー  ,-2.833824622121163,9
5,3,6,キミハスコール,牡4,58.0,鮫島駿,加藤征,458(-4),美浦,2021104313,01157,コパノリッキー  ,テツナゴオ  ,ハーツクライ  ,-2.0192488585361317,6
6,4,7,スーパーバイザー,牡4,55.0,▲石田,菊沢,468(-2),美浦,2021101015,01203,ルーラーシップ  ,セレブレーション  ,ハーツクライ  ,-2.5818073098864796,8
7,4,8,ヴェレノージ,牝5,56.0,柴田大,田中剛,538(-17),美浦,2020100651,01009,モーリス  ,クールアンフルール  ,サクラバクシンオー  ,-1.2276926474413188,4
8,5,9,アフトクラーティラ,牝5,56.0,石橋脩,上原佑,470(-14),美浦,2020102592,01077,ロードカナロア  ,メーデイア  ,キングヘイロー  ,-2.4231244885946257,7
9,5,10,ヒルビリーエレジー,牝3,55.0,吉田豊,戸田,440(+2),美浦,2022102423,00733,サンダースノー  Thunder Snow(愛)  ,ピンクペルレ  ,ヨハネスブルグ  Johannesburg(米)  ,-2.9669839474656547,10
10,6,11,ジャーニーメモリー,牡5,55.0,石神深道,粕谷,470(-6),美浦,2020104437,01209,ヴィクトワールピサ  ,プリンセスメモリー  ,スウェプトオーヴァーボード  Swept Overboard(米)  ,-5.615358711772268,16
11,6,12,ウインアリス,牝4,56.0,黛,柄崎,474(+4),美浦,2021106224,01109,サンダースノー  Thunder Snow(愛)  ,マリアヴェロニカ  ,ジャングルポケット  ,-3.8968430534443277,13
12,7,13,エコロヴァルム,牡4,58.0,横山琉,小西,436(+4),美浦,2021103529,01192,ロージズインメイ  Roses in May(米)  ,ファミリーズオナー  ,デュランダル  ,-1.1357794681210853,3
13,7,14,スリーピース,セ3,57.0,三浦,武井,460(+6),美浦,2022104972,01122,ミッキーアイル  ,ビバリーヒルズ  ,スニッツェル  Snitzel(豪)  ,-3.739659638345569,12
14,8,15,ラストシャリナ,牡3,57.0,石川,矢嶋,496(+8),美浦,2022100418,01150,アルアイン  ,ラピーダシャリナ  Rapidasharina(米)  ,Vicar  ,-4.200693152082801,14
15,8,16,ダイユウファリーナ,牡4,58.0,松岡,松永康,486(-10),美浦,2021101896,01085,ドゥラメンテ  ,ウインドストリーム  ,アグネスタキオン  ,-1.0107315387134432,2
