,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,トリプルバレル,牡3,56.0,松若,藤野,470(-6),栗東,2022101086,01154,ロゴタイプ  ,ボーナスチャンス  ,エンパイアメーカー  Empire Maker(米)  ,-3.6821285821608063,4
1,2,2,エイシンアニーモ,牡3,54.0,◇永島,高橋康,500(+8),栗東,2022103367,01187,ラブリーデイ  ,エイシンルジーナ  ,タートルボウル  Turtle Bowl(愛)  ,-5.228442758838414,13
2,3,3,オーレアミスト,牡3,56.0,岩田望,友道,494(0),栗東,2022104841,01174,ゴールドドリーム  ,ジンジャーミスト  ,Bernardini  (米)  ,-3.8961033270170895,6
3,4,4,アロガントシェイム,牝3,54.0,秋山稔,杉山佳,478(-14),栗東,2022105360,01181,ブリックスアンドモルタル  Bricks and Mortar(米)  ,ジェラテリアバール  ,マンハッタンカフェ  ,-3.450618254357739,3
4,4,5,コウジョリョウゾク,牡3,56.0,荻野琢,牧田,462(-4),栗東,2022103135,01112,ルヴァンスレーヴ  ,メイショウキズナ  ,チチカステナンゴ  Chichicastenango(仏)  ,-4.745277517283718,10
5,5,6,ハッピーダンチャン,牡3,55.0,☆西塚,小椋,468(+4),栗東,2022100529,01200,ダンカーク  Dunkirk(米)  ,ハッピーエム  ,プリサイスエンド  Precise End(米)  ,-4.420673051161284,8
6,5,7,ロードシュヴァリエ,牡3,56.0,中井,森田,484(-8),栗東,2022102639,01141,シュヴァルグラン  ,アンダルシア  ,アルカセット  Alkaased(米)  ,-3.8625069657653217,5
7,6,8,テルアスワッド,牡3,53.0,▲大久保,須貝,492(-12),栗東,2022105486,01194,ブリックスアンドモルタル  Bricks and Mortar(米)  ,ブルックデイル  ,キングカメハメハ  ,-4.529607367601958,9
8,6,9,モーメントキャッチ,牡5,58.0,原田和,松山,528(+2),美浦,2020104725,01143,モーリス  ,シュシュブリーズ  ,フジキセキ  ,-0.40283482275001614,1
9,7,10,バースライト,牡3,56.0,戸崎圭,武幸,514(+8),栗東,2022104692,05386,モーリス  ,エリティエール  ,ディープインパクト  ,-4.0858981478807745,7
10,7,11,ユキノクラウン,牡3,55.0,☆吉村,長谷川,522(+12),栗東,2022104314,01216,カリフォルニアクローム  California Chrome(米)  ,フェアレディ  ,ハーツクライ  ,-4.898760921951891,11
11,8,12,ココデイック,牡3,56.0,高杉,藤岡,476(-16),栗東,2022100912,01213,ゴールドドリーム  ,ルイーズ  ,ロージズインメイ  Roses in May(米)  ,-4.976914749505031,12
12,8,13,テンカオーライ,牡5,58.0,田口,松下,504(+2),栗東,2020102959,01208,マインドユアビスケッツ  Mind Your Biscuits(米)  ,トゥールエッフェル  ,フレンチデピュティ  French Deputy(米)  ,-0.8910589246494041,2
