,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,ヒルズカーン,牡5,60.0,草野,松永康,美浦,2020106166,01113,ラブリーデイ ,ユメノトキメキ ,マーベラスサンデー 
1,2,2,ヴラディア,牡6,60.0,大江圭,小西,美浦,2019105578,01120,キングカメハメハ ,ホワイトエレガンス ,クロフネ 
2,3,3,プラチナトレジャー,牡7,60.0,伴,国枝,美浦,2018104261,01149,トーセンファントム ,トーセンアルニカ ,メイショウサムソン 
3,3,4,ヴィアルークス,牡7,60.0,森一,小林,栗東,2018106815,01139,ハーツクライ ,ヴィルジニア ,Galileo (愛) 
4,4,5,ラプタス,セ9,60.0,小坂,渡辺,栗東,2016106263,01063,キタサンブラック ,タガノレヴェントン ,キングカメハメハ 
5,4,6,マグナレガリア,牡4,59.0,五十嵐,相沢,美浦,2021106574,01069,,,
6,5,7,ブレガーロード,セ5,60.0,上野,岩戸,美浦,2020103569,01087,,,
7,5,8,ラパンラピッド,セ5,60.0,石神深,武井,美浦,2020102648,01059,,,
8,6,9,オステリア,牡6,60.0,高田,宮本,栗東,2019103208,01046,,,
9,6,10,トーセンニック,牡7,57.0,▲土田,田村,美浦,2018105647,01198,,,
10,7,11,ヴィクティファルス,セ7,60.0,中村,池添,栗東,2018104948,01101,,,
11,7,12,イヴニングスター,セ6,60.0,難波,戸田,美浦,2019104746,01066,,,
12,8,13,モーソンピーク,牡8,57.0,▲坂口,浅利,美浦,2017105588,01211,,,
13,8,14,タガノバルコス,牡6,60.0,小牧加,秋山,栗東,2019100549,01196,,,
