,式別,馬番,配当,人気
0,単勝,6,190,1
1,複勝,6,130,1
2,複勝,1,160,3
3,馬連,1-6,440,2
4,ワイド,1-6,220,3
5,ワイド,4-6,2680,15
6,ワイド,1-4,3500,18
7,馬単,6→1,640,3
8,3連複,1-4-6,8050,17
9,3連単,6→1→4,23160,49
