,式別,馬番,配当,人気
0,単勝,5,570,4
1,複勝,5,170,4
2,複勝,1,320,6
3,複勝,7,130,1
4,馬連,1-5,5980,16
5,ワイド,1-5,1110,13
6,ワイド,5-7,320,3
7,ワイド,1-7,710,11
8,馬単,5→1,9610,27
9,3連複,1-5-7,4340,15
10,3連単,5→1→7,40570,116
