,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,インターアーバン,牡3,57.0,団野,野中,栗東,2022104880,1180,アジアエクスプレス  ,ソーディヴァイン  ,キンシャサノキセキ  ,-0.041796707447413886,6,-0.25095869397864157,6,,
1,1,2,タガノアニマシオン,セ3,57.0,松山,奥村豊,栗東,2022106564,1126,アニマルキングダム  Animal Kingdom(米)  ,タガノバトラ  ,フレンチデピュティ  French Deputy(米)  ,-1.602624041326211,14,-0.7907713265324241,14,,
2,2,3,テイエムダイタカ,牡3,57.0,国分優,小椋,栗東,2022103678,1125,ホッコータルマエ  ,ベガグレシヤス  ,アドマイヤドン  ,-0.35412888202213055,9,-0.3589788764349784,9,,
3,2,4,リライトヒストリー,牡3,54.0,▲川端,安達,栗東,2022103934,1195,カリフォルニアクローム  California Chrome(米)  ,モエレヒストリー  ,ファルブラヴ  Falbrav(愛)  ,-0.9545995085427181,12,-0.5666518346396353,12,,
4,3,5,ヤマカツライコウ,セ3,57.0,長岡,小栗,栗東,2022104415,1142,ヤマカツエース  ,ヤマカツオーキッド  ,ダンスインザダーク  ,-0.9739472324223449,13,-0.5733432511305487,13,,
5,3,6,エイシンアニーモ,牡3,55.0,◇永島,高橋康,栗東,2022103367,1187,ラブリーデイ  ,エイシンルジーナ  ,タートルボウル  Turtle Bowl(愛)  ,-0.30847481889877654,8,-0.34318940410420484,8,,
6,4,7,タールベルク,牡3,57.0,泉谷,杉山晴,栗東,2022103277,1182,ドゥラメンテ  ,レディーオトゥール  Lady O'Toole(米)  ,Colonel John  ,0.8019607718926781,4,0.04085510007353739,4,,
7,4,8,リトルガールブルー,牝3,55.0,小沢,森田,栗東,2022105213,1185,ドゥラメンテ  ,アフターダーク  ,ワークフォース  Workforce(英)  ,1.680127652882932,2,0.3445693966900934,2,,
8,5,9,モズプリヴェール,牡3,57.0,田口,森田,栗東,2022102916,1208,モズアスコット  ,モズジャカランダ  ,Congrats  (米)  ,1.2557926857835786,3,0.19781301262210915,3,,
9,5,10,アイルランズコール,牡3,56.0,☆吉村,吉岡,栗東,2022106580,1216,ワールドエース  ,クローバーリーフ  ,タニノギムレット  ,-0.45314179355654194,10,-0.3932225235521654,10,,
10,6,11,シェーネアウゲン,牝3,55.0,川田,清水久,栗東,2022100999,1088,サートゥルナーリア  ,ピュアアイズ  ,ネオユニヴァース  ,0.26127873573418053,5,-0.14613995503479554,5,,
11,6,12,ワンダーキュイラス,牡3,53.0,★河原田,笹田,栗東,2022100164,1204,カリフォルニアクローム  California Chrome(米)  ,オールオールオール  ,アグネスタキオン  ,-2.6744017228666945,16,-1.1614459804334334,16,,
12,7,13,ベルピルエット,牝3,55.0,角田和,四位,栗東,2022102726,1186,ヘニーヒューズ  Henny Hughes(米)  ,エルパンドール  ,ネオユニヴァース  ,3.339882267710685,1,0.9185960609956997,1,,
13,7,14,キンセンオー,牡3,56.0,☆西塚,中尾,栗東,2022101769,1200,エスケンデレヤ  ,エスパージョー  ,エスポワールシチー  ,-0.25247111985145254,7,-0.3238205068794505,7,,
14,8,15,ローズゴジャール,牝3,55.0,城戸,荒川,栗東,2022103065,1147,ルヴァンスレーヴ  ,ロザリウム  ,キングカメハメハ  ,-2.1275685234535384,15,-0.9723235435464167,15,,
15,8,16,ジェントルバローズ,牡3,56.0,☆高杉,佐藤悠,栗東,2022100133,1213,ロジャーバローズ  ,ショウナンカラット  ,ブライアンズタイム  Brian's Time(米)  ,-0.9529318803929029,11,-0.5660750849107364,11,,
