,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,アロットドリーム,牝5,53.0,太宰,本田,栗東,2020106611,1037,ディスクリートキャット  Discreet Cat(米)  ,ブロッケン  ,ワイルドラッシュ  Wild Rush(米)  ,0.5682238173403067,6,-0.0065648926613487485,6,,
1,1,2,ワレハウミノコ,牝5,52.0,高倉,武英,栗東,2020102831,1130,キタサンブラック  ,キャンディネバダ  Candy Nevada(亜)  ,Pure Prize  ,-0.36687409129141196,13,-0.3032706278940684,13,,
2,2,3,エレガントムーン,牝5,52.0,池添,牧浦,栗東,2020103643,1032,カレンブラックヒル  ,ムーンフェイズ  ,エリシオ  Helissio(仏)  ,0.29352292862830043,8,-0.09372724047756825,8,,
3,2,4,カマチョクイン,牝5,53.0,団野,橋口,栗東,2020105950,1180,シニスターミニスター  Sinister Minister(米)  ,メイクアミラクル  ,ファスリエフ  Fasliyev(米)  ,1.0437011170861985,4,0.1443036319127289,4,,
4,3,5,グレノークス,牝5,53.0,富田,宮田,美浦,2020103033,1168,ロードカナロア  ,プリンセスオブシルマー  Princess of Sylmar(米)  ,マジェスティックウォリアー  Majestic Warrior(米)  ,-1.0226240072702237,15,-0.5113394933607704,15,,
5,3,6,シゲルソロソロ,牝5,54.0,川須,谷,栗東,2020110100,1128,Runhappy  ,Distinguishable  ,Distorted Humor  (米)  ,1.4287211167615768,2,0.2664701355787918,2,,
6,4,7,フラムリンガム,セ4,56.0,小沢,柄崎,美浦,2021104910,1185,ダイワメジャー  ,ファルネーゼ  ,フレンチデピュティ  French Deputy(米)  ,1.1360577892901242,3,0.17360832191038933,3,,
7,4,8,プロトポロス,牡5,56.0,松山,西村,栗東,2020103325,1126,War Front  ,キャヴァルドレ  Cavale Doree(仏)  ,サンデーブレイク  ,-0.015190119135557113,10,-0.1916816161287107,10,,
8,5,9,ナイトアクアリウム,牡5,57.0,吉村,杉山佳,栗東,2020103005,1216,ロードカナロア  ,ファイブスター  ,クロフネ  ,-0.12618221411780686,12,-0.2268993092095518,12,,
9,5,10,スターペスカオリ,牝5,52.0,田口,石橋,栗東,2020105929,1208,シニスターミニスター  Sinister Minister(米)  ,スターペスユウコ  ,バトルライン  ,0.4109025815509545,7,-0.056482780939915746,7,,
10,6,11,エストレヤデベレン,牡4,57.0,亀田,武幸,栗東,2021106587,1176,エピファネイア  ,レゼトワール  ,ファスリエフ  Fasliyev(米)  ,0.28990358917166725,9,-0.09487565367005255,9,,
11,6,12,ワイワイレジェンド,牡4,56.0,高杉,前川,栗東,2021103812,1213,ダノンレジェンド  ,ミッシェルラブ  ,フォティテン  Fotitieng(米)  ,-1.780329045583995,16,-0.7517586285199802,16,,
12,7,13,フェルヴェンテ,牡5,57.0,秋山稔,宮,栗東,2020102045,1181,ダノンバラード  ,オリジンファースト  Origin Fast(豪)  ,Exceed And Excel  ,-0.12512948526450943,11,-0.22656527928013473,11,,
13,7,14,ドラゴンウェルズ,牡3,54.0,川田,藤原,栗東,2022110137,1088,Frosted  (米)  ,Little Dipper  ,エスケンデレヤ  ,-0.7043897335786212,14,-0.41036404118584224,14,,
14,8,15,スタンリーテソーロ,牡4,56.0,中井,稲垣,美浦,2021102275,1141,ファインニードル  ,ジャニュアリージョーンズ  ,Shirocco  ,0.8375450134618967,5,0.07889048347775404,5,,
15,8,16,ナッカーフェイス,牡6,54.0,菱田,北出,栗東,2019100110,1144,シニスターミニスター  Sinister Minister(米)  ,ジュンユーミン  ,キングカメハメハ  ,3.708983143214893,1,0.9899952497265375,1,,
