,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,スミレファースト,牝4,56.0,岩田望,加藤征,458(+8),美浦,2021105619,01174,ニューイヤーズデイ  ,スミレ  ,ダイワメジャー  ,-0.5411443700850993,8
1,1,2,スペキオサレジーナ,牝5,56.0,石橋脩,森一,488(+6),美浦,2020103316,01077,ルーラーシップ  ,カンデラ  ,ダイワメジャー  ,-1.6955759824681036,15
2,2,3,ムチャスグラシアス,牝4,56.0,木幡巧,菊川,444(-4),美浦,2021104217,01162,カリフォルニアクローム  California Chrome(米)  ,ロスグラシアレス  ,シンボリクリスエス  ,-0.9915245226114497,11
3,2,4,エコロネオ,牡4,58.0,菅原明,森秀,488(+6),栗東,2021110131,01179,Bernardini  (米)  ,Smoke Signals  ,ストリートセンス  Street Sense(米)  ,-1.0864917153417752,13
4,3,5,アンズアメ,牝3,55.0,鮫島駿,高柳大,476(0),栗東,2022106689,01157,ドレフォン  Drefong(米)  ,ホウライマツリ  ,エンパイアメーカー  Empire Maker(米)  ,1.0924753922660309,1
5,3,6,ケンキョ,牡5,58.0,荻野極,高橋文,470(+2),美浦,2020105949,01160,ダノンレジェンド  ,ブライアンズイブ  ,ブライアンズタイム  Brian's Time(米)  ,0.8721610088954455,6
6,4,7,マケズギライ,牝4,53.0,▲遠藤,石栗,466(+8),美浦,2021102516,01218,バンブーエール  ,カゼニモマケズ  ,パイロ  Pyro(米)  ,0.13089908631814343,7
7,4,8,ヘルメース,牡4,54.0,★谷原,伊藤圭,490(+6),美浦,2021103710,01219,ファインニードル  ,アースエンジェル  ,キンシャサノキセキ  ,-3.061115229313856,16
8,5,9,ヴィクトリーロード,牡5,58.0,内田博,畠山,486(+4),美浦,2020103931,00422,ロードカナロア  ,ファーゴ  ,ハーツクライ  ,-0.6471694855503228,9
9,5,10,セントラルヴァレー,セ4,58.0,池添,栗田,474(-4),美浦,2021110161,01032,Kantharos  ,Indigo Gin  ,Lemon Drop Kid  ,-0.7860588006861496,10
10,6,11,ダミエ,牡5,58.0,藤岡佑,武幸,464(+14),栗東,2020103270,01093,キンシャサノキセキ  ,エスメラルディーナ  ,Harlan's Holiday  ,0.9787295840734669,5
11,6,12,ラストシャリナ,牡3,57.0,北村宏,矢嶋,490(-6),美浦,2022100418,01043,アルアイン  ,ラピーダシャリナ  Rapidasharina(米)  ,Vicar  ,1.0453015639785705,2
12,7,13,スムースベルベット,牝5,56.0,松岡,南田,508(-2),美浦,2020106987,01085,ディスクリートキャット  Discreet Cat(米)  ,ローブドヴルール  ,サウスヴィグラス  ,-1.002997631223106,12
13,7,14,オリアメンディ,牝7,56.0,木幡育,南田,490(+2),美浦,2018106612,01167,ジョーカプチーノ  ,リーベストラウム  ,ゼンノエルシド  ,0.9909667414783342,4
14,8,15,エイプリルインパリ,牝3,55.0,津村,高橋忠,466(0),栗東,2022105381,01092,リオンディーズ  ,スノーエンジェル  ,スウェプトオーヴァーボード  Swept Overboard(米)  ,-1.2590074967573979,14
15,8,16,ニシノクードクール,牝3,55.0,武藤,武藤,464(+4),美浦,2022106999,01169,ホークビル  Hawkbill(米)  ,セイウンリリシイ  ,ダイワメジャー  ,1.007122881186245,3
