,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,フェイスリフト,牡2,56.0,内田博,嘉藤,458(+8),美浦,2023106605,00422,フォーウィールドライブ  Four Wheel Drive(米)  ,ポンポン  ,ブラックタイド  ,-3.5221107488841663,18
1,1,2,レゲンデ,牝2,55.0,鮫島駿,斎藤誠,404(-6),美浦,2023107255,01157,ルヴァンスレーヴ  ,ミスドバウィ  ,Dubawi  ,-0.9021548980125683,9
2,2,3,カシノハンゾウ,牡2,55.0,☆松本,蛯名利,464(+8),美浦,2023109129,01191,ネロ  ,クノイチ  ,アドマイヤムーン  ,-1.930931791430068,16
3,2,4,ラブソング,牝2,52.0,▲遠藤,尾関,432(+20),美浦,2023102312,01218,ミスターメロディ  ,シティーポップ  ,ロードカナロア  ,-3.3255652860406593,17
4,3,5,コンフィアンサ,牝2,55.0,吉田豊,菊川,440(0),美浦,2023102342,00733,ミスターメロディ  ,ロマネクイーン  ,マイネルラヴ  ,-1.818722658224247,13
5,3,6,セイウンプーパ,牝2,55.0,野中,奥平,424(+2),美浦,2023105570,01158,キタサンブラック  ,ターフグロッカ  Turfglocke(独)  ,Soldier Hollow  ,0.8385645314730709,1
6,4,7,ウェスケンジントン,牡2,56.0,石橋脩,小野,482(-4),美浦,2023100861,01077,タワーオブロンドン  ,スマートプラネット  ,ファルブラヴ  Falbrav(愛)  ,-1.926170844542661,14
7,4,8,ウインリフレクト,牡2,56.0,亀田,嘉藤,442(+2),美浦,2023105893,01176,ウインブライト  ,リゲイン  ,ショウナンカンプ  ,-1.0127826718365545,10
8,5,9,リュウノエッセンス,牝2,55.0,松岡,伊藤伸,444(-4),美浦,2023102830,01085,アドマイヤマーズ  ,ティーケイキャット  ,Bluegrass Cat  ,-1.0427170173508276,11
9,5,10,シャルトル,牡2,56.0,岩田望,栗田,450(+10),美浦,2023100177,01174,コントレイル  ,カーレッサ  Carressa(米)  ,Uncle Mo  (米)  ,-0.538197912039537,6
10,6,11,カズノダイジョウ,牝2,55.0,木幡巧,浅利,528(+6),美浦,2023104442,01162,ハービンジャー  Harbinger(英)  ,カズノスイセイ  ,ハーツクライ  ,-0.6536819214698483,8
11,6,12,ニシノギャルズ,牝2,55.0,武藤,水野,464(+4),美浦,2023100360,01169,セイウンコウセイ  ,フィールドボニータ  ,コロナドズクエスト  Coronado's Quest(米)  ,-1.0773854762594963,12
12,7,13,リーデレクオーレ,牝2,55.0,柴田大,土田,418(+2),美浦,2023104425,01009,アルアイン  ,ゴルトメーネ  ,バゴ  Bago(仏)  ,-1.9282249361596873,15
13,7,14,ラベンダーヘイズ,牡2,56.0,荻野極,岩戸,454(-6),美浦,2023106162,01160,パドトロワ  ,ラベンダーメモリー  ,ナカヤマフェスタ  ,-0.36255115198719856,5
14,7,15,ヴァイオスペース,牡2,56.0,原,黒岩,450(-2),美浦,2023100538,01184,リオンディーズ  ,トウカイシェーン  ,ダイワメジャー  ,-0.2698053728882287,4
15,8,16,ロジケープ,牡2,56.0,横山武,尾形,496(0),美浦,2023104015,01170,ロジユニヴァース  ,ロジアイリッシュ  ,ハーツクライ  ,0.06383989165342603,3
16,8,17,アグネスクレスト,牡2,56.0,柴田善,和田勇,502(+2),美浦,2023101727,00641,ビッグアーサー  ,ダイヤモンドアイズ  ,マンハッタンカフェ  ,-0.5684248604316255,7
17,8,18,ジュニートワン,牡2,56.0,津村,武井,430(-2),美浦,2023101296,01092,ミッキーアイル  ,トルミロス  ,ルーラーシップ  ,0.1678248382965097,2
