,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,サンデーファンデー,牡5,58.0,浜中,東田,524(0),栗東,2020104136,01115,スズカコーズウェイ  ,ファーストレディ  ,スマートボーイ  ,-0.14735164129556663,9
1,2,2,ノースブリッジ,牡7,57.0,岩田康,奥村武,500(0),美浦,2018102348,05203,モーリス  ,アメージングムーン  ,アドマイヤムーン  ,-0.6739057258699673,13
2,2,3,ドゥラエレーデ,牡5,57.0,Ｃデムーロ,池添,524(-5),栗東,2020103626,05473,ドゥラメンテ  ,マルケッサ  ,オルフェーヴル  ,-1.22042762938026,14
3,3,4,ラムジェット,牡4,58.0,三浦,佐々木,516(0),栗東,2021106640,01122,マジェスティックウォリアー  Majestic Warrior(米)  ,ネフェルティティ  ,ゴールドアリュール  ,-0.27954822043203414,11
4,3,5,サイモンザナドゥ,牡5,57.0,川田,小林,474(-6),栗東,2020104497,01088,アジアエクスプレス  ,トゥルーロマンス  ,アグネスデジタル  ,0.6772203850519107,5
5,4,6,ロードクロンヌ,牡4,57.0,横山和,四位,494(0),栗東,2021100169,01140,リオンディーズ  ,リラコサージュ  ,ブライアンズタイム  Brian's Time(米)  ,1.8828230118665337,3
6,4,7,シゲルショウグン,牡5,57.0,幸,大橋,526(+6),栗東,2020101694,00732,モーリス  ,ペニーブラック  ,Redoute's Choice  ,2.165400873701434,2
7,5,8,ブライアンセンス,牡5,57.0,高杉,斎藤誠,524(+14),美浦,2020106565,01213,ホッコータルマエ  ,ヒラボクビジン  ,ブライアンズタイム  Brian's Time(米)  ,0.5880737423280403,6
8,5,9,アウトレンジ,牡5,58.0,松山,大久保,498(+4),栗東,2020105621,01126,レガーロ  ,クイーンパイレーツ  ,キングカメハメハ  ,0.4775985008128122,8
9,6,10,エアロロノア,セ8,57.0,北村友,笹田,490(+8),栗東,2017104685,01102,キングカメハメハ  ,エアワンピース  ,ロックオブジブラルタル  ,-3.9310949667498862,15
10,6,11,レヴォントゥレット,牡4,57.0,西村淳,矢作,496(-1),栗東,2021103717,01171,ロードカナロア  ,クイーンマンボ  ,マンハッタンカフェ  ,-0.4087076748454379,12
11,7,12,ダブルハートボンド,牝4,55.0,坂井,大久保,476(0),栗東,2021105700,01163,キズナ  ,パーシステントリー  Persistently(米)  ,Smoke Glacken  ,3.6670718491992615,1
12,7,13,レイナデアルシーラ,牝3,53.0,田口,西園正,516(+4),栗東,2022104628,01208,ナダル  Nadal(米)  ,アンデスクイーン  ,タートルボウル  Turtle Bowl(愛)  ,1.6693405570448165,4
13,8,14,ペリエール,牡5,57.0,佐々木,黒岩,482(-4),美浦,2020101874,01197,ヘニーヒューズ  Henny Hughes(米)  ,ソフトライム  ,フジキセキ  ,-0.23004214207631637,10
14,8,15,デルマソトガケ,牡5,57.0,団野,須貝,528(0),栗東,2020102745,01180,マインドユアビスケッツ  Mind Your Biscuits(米)  ,アムールポエジー  ,ネオユニヴァース  ,0.49072716746429956,7
