,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ワイドエンペラー,牡7,55.0,藤岡佑,藤岡,496(0),栗東,2018101660,01093,ルーラーシップ  ,アンフィルージュ  ,アグネスタキオン  ,-1.8249352090917303,13
1,1,2,ギャラクシーナイト,牡6,54.0,菅原明,菊沢,510(+2),美浦,2019103586,01179,ドゥラメンテ  ,アンジェリック  ,シンボリクリスエス  ,-2.7361113375357373,15
2,2,3,ローシャムパーク,牡6,59.5,プーシャン,田中博,502(+4),美浦,2019105552,05678,ハービンジャー  Harbinger(英)  ,レネットグルーヴ  ,キングカメハメハ  ,-0.9639993257011495,10
3,2,4,サスツルギ,セ5,54.0,北村宏,千葉,484(+10),美浦,2020103439,01043,ハーツクライ  ,スノーパイン  Snow Pine(英)  ,Dalakhani  ,1.2759424452354091,2
4,3,5,セレシオン,牡6,57.0,荻野極,友道,470(-2),栗東,2019105168,01160,ハーツクライ  ,クルソラ  Cursora(亜)  ,Candy Stripes  ,2.0948277478684836,1
5,3,6,ディマイザキッド,牡4,56.0,岩田望,清水英,464(0),美浦,2021104324,01174,ディーマジェスティ  ,ミスミーチャン  ,ファスリエフ  Fasliyev(米)  ,-0.05121415708697726,4
6,4,7,シュトルーヴェ,セ6,59.0,鮫島駿,堀,480(+2),美浦,2019104447,01157,キングカメハメハ  ,アンチュラス  ,ディープインパクト  ,-0.34457385436105087,6
7,4,8,ボーンディスウェイ,牡6,57.0,木幡巧,牧,496(0),美浦,2019104658,01162,ハーツクライ  ,ウィンドハック  Windhuk(独)  ,Platini  (独)  ,-0.9011633013065719,9
8,5,9,ショウナンアデイブ,牡6,55.0,池添,高野,506(-10),栗東,2019105239,01032,ディープインパクト  ,シーヴ  Sheave(米)  ,Mineshaft  (米)  ,-0.8715900138975294,8
9,5,10,マイネルカンパーナ,牡5,56.0,津村,青木,412(+6),美浦,2020105798,01092,ゴールドシップ  ,マンバラ  Manbala(仏)  ,Linamix  (仏)  ,-2.867934103260224,16
10,6,11,ホーエリート,牝4,55.5,戸崎圭,田島,482(+10),美浦,2021104855,05386,ルーラーシップ  ,ゴールデンハープ  ,ステイゴールド  ,-2.722680602197748,14
11,6,12,プラダリア,牡6,58.0,亀田,池添,468(0),栗東,2019100109,01176,ディープインパクト  ,シャッセロール  ,クロフネ  ,-1.7433490291682252,12
12,7,13,ミステリーウェイ,セ7,56.0,松本,小林,500(-2),栗東,2018104638,01191,ジャスタウェイ  ,ジプシーハイウェイ  Gypsy Highway(愛)  ,High Chaparral  (愛)  ,-4.03156852588614,18
13,7,14,ボルドグフーシュ,牡6,58.0,横山武,宮本,510(0),栗東,2019104909,01170,スクリーンヒーロー  ,ボルドグザグ  Boldogsag(仏)  ,Layman  ,-1.2919420329950566,11
14,7,15,メイショウブレゲ,牡6,55.0,石橋脩,本田,470(-4),栗東,2019104091,01077,ゴールドシップ  ,メイショウスイヅキ  ,パイロ  Pyro(米)  ,-3.9975897455193654,17
15,8,16,ニシノレヴナント,セ5,56.5,野中,上原博,486(+6),美浦,2020100254,01158,ネロ  ,ニシノアモーレ  ,コンデュイット  Conduit(愛)  ,0.506555108373951,3
16,8,17,ハギノアルデバラン,牡5,52.0,原,佐藤悠,502(0),栗東,2020100976,01184,ジャスタウェイ  ,ハギノアーク  ,アドマイヤムーン  ,-0.1592238183066937,5
17,8,18,スティンガーグラス,牡4,57.0,ルメール,木村,474(-8),美浦,2021105829,05339,キズナ  ,ライフフォーセール  Life For Sale(亜)  ,Not For Sale  ,-0.37488998517266636,7
