,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,セブンワンダーズ,牡2,56.0,鮫島駿,斎藤誠,472(0),美浦,2023100928,01157,キセキ  ,シャンパンフルート  ,クロフネ  ,-2.2325325289322477,11
1,2,2,ジェンブリッシュ,牡2,56.0,内田博,加藤和,488(0),美浦,2023105778,00422,タリスマニック  Talismanic(英)  ,エスコフィオン  ,ディープインパクト  ,-2.3219871972817216,12
2,3,3,スノーエルヴァ,牝2,55.0,菅原明,田村,454(-2),美浦,2023106145,01179,フィエールマン  ,カスタディーヴァ  ,High Chaparral  (愛)  ,-1.0878514312955965,3
3,3,4,ブルージェネシス,牡2,56.0,荻野極,菊川,442(-4),美浦,2023101798,01160,サトノジェネシス  ,レアシルウィア  ,ティンバーカントリー  Timber Country(米)  ,-1.6289998094402272,9
4,4,5,アイムスティルミー,セ2,53.0,▲遠藤,手塚久,436(0),美浦,2023106595,01218,ダノンバラード  ,チェリッシュユー  ,ヴィクトワールピサ  ,-1.0963678186583823,4
5,4,6,ネッカーズルム,牡2,56.0,吉田豊,土田,466(+2),美浦,2023103639,00733,フォーウィールドライブ  Four Wheel Drive(米)  ,ティッカーテープ  Ticker Tape(英)  ,Royal Applause  ,-1.8578832676906694,10
6,5,7,ウインマニフィーク,牡2,56.0,松岡,鈴木慎,464(+2),美浦,2023105862,01085,ベンバトル  Benbatl(英)  ,ウインファビラス  ,ステイゴールド  ,-1.3355017497856325,7
7,5,8,コーディアリー,牡2,56.0,柴田大,天間,472(+4),美浦,2023104488,01009,ダノンバラード  ,フロムマイハート  ,ハーツクライ  ,-1.5543744780299524,8
8,6,9,キーサーバー,牡2,56.0,原,青木,434(0),美浦,2023101948,01184,シュヴァルグラン  ,マイネプルメリア  ,キングカメハメハ  ,-3.201462025328645,14
9,6,10,ラグアイリータ,牝2,55.0,津村,岩戸,432(-4),美浦,2023106463,01092,ウインブライト  ,バルタ  ,Crimson Tide  ,-1.2321013189159182,6
10,7,11,バンオンタイム,牝2,55.0,プーシャン,田中博,460(+10),美浦,2023101120,05678,ロードカナロア  ,グレイトタイミング  Great Timing(米)  ,Raven's Pass  ,1.5425414216678048,1
11,7,12,ラディアントスター,牡2,56.0,戸崎圭,林,518(+12),美浦,2023107250,05386,サトノアラジン  ,ミスエリカ  ,Blame  ,-0.7888744253821959,2
12,8,13,ピアス,牝2,55.0,石橋脩,森一,478(+2),美浦,2023105443,01077,キセキ  ,ウルトラブレンド  Ultra Blend(米)  ,Richly Blended  ,-1.2078613730672505,5
13,8,14,アクアマーズ,牡2,56.0,ルメール,浅利,490(+4),美浦,2023107364,05339,アドマイヤマーズ  ,ローエキスキーズ  ,Oasis Dream  (英)  ,-2.4434982946547605,13
