,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,バンデルオーラ,牡6,57.0,国分恭,牧浦,480(-4),栗東,2019104915,01124,トーセンラー  ,マチカネハヤテ  ,サクラバクシンオー  ,-1.0836214782275138,9
1,1,2,コラソンビート,牝4,56.0,丹内,加藤士,464(+10),美浦,2021106834,01091,スワーヴリチャード  ,ルシェルドール  ,オルフェーヴル  ,-0.3577467722932116,4
2,2,3,アスクワンタイム,牡4,57.0,西塚,梅田,450(-2),栗東,2021102315,01200,ロードカナロア  ,ディープインアスク  ,ディープインパクト  ,-1.2825130565773235,10
3,2,4,レッドヒルシューズ,牝5,55.0,富田,武英,454(+2),栗東,2020101897,01168,ハーツクライ  ,ヤマノラヴ  ,アグネスデジタル  ,-0.7762638656307378,7
4,3,5,メイクアスナッチ,牝5,55.0,舟山,武市,450(-6),美浦,2020102672,01221,ルーラーシップ  ,スナッチマインド  ,ディープインパクト  ,-1.3914302706184771,11
5,3,6,レイピア,牡3,56.0,丸山,中竹,502(-8),栗東,2022103066,01127,タワーオブロンドン  ,アンナトルテ  ,エンパイアメーカー  Empire Maker(米)  ,-0.4167958499501725,6
6,4,7,クファシル,牡5,57.0,斎藤,池添,496(+6),栗東,2020103356,01178,モーリス  ,グルヴェイグ  ,ディープインパクト  ,-1.8511754666260243,13
7,4,8,マルディランダ,牡5,57.0,小沢,金成,474(-10),美浦,2020103063,01185,イスラボニータ  ,マルバイユ  Marbye(愛)  ,Marju  (愛)  ,-1.0649073386251582,8
8,5,9,タマモブラックタイ,牡5,58.0,酒井,角田,514(-4),栗東,2020105400,01034,デクラレーションオブウォー  ,タマモイヤリング  ,ブラックタイド  ,-2.1334975430043315,14
9,5,10,バースクライ,牝5,55.0,菊沢,千田,496(-8),栗東,2020101827,01161,ハーツクライ  ,ティップトップ  ,Dubawi  ,-2.1549912026106193,15
10,6,11,ショウナンハクラク,牡6,57.0,小崎,松下,470(-8),栗東,2019110001,01152,Frankel  ,ショウナンアデラ  ,ディープインパクト  ,-2.968153001420978,16
11,6,12,エイシンワンド,牡3,56.0,永島,大久保,484(-3),栗東,2022102849,01187,ディスクリートキャット  Discreet Cat(米)  ,エイシンフェアリー  ,タイキシャトル  ,0.32796886510336654,2
12,7,13,レッドアヴァンティ,牡6,57.0,吉田隼,尾関,494(+2),美浦,2019103594,01095,ドゥラメンテ  ,サウンタ  Saunta(英)  ,Invincible Spirit  (愛)  ,-0.3236662356642476,3
13,7,14,ジョーメッドヴィン,牡4,57.0,国分優,清水久,510(0),栗東,2021100522,01125,ドレフォン  Drefong(米)  ,ジョーアラマート  ,キングヘイロー  ,-0.3939917227202353,5
14,8,15,ツインクルトーズ,牝5,55.0,横山琉,牧,514(0),美浦,2020103915,01192,マインドユアビスケッツ  Mind Your Biscuits(米)  ,ツインクルスター  ,サクラバクシンオー  ,0.3932397018002875,1
15,8,16,エイムインライフ,牝5,55.0,角田和,角田,480(-2),栗東,2020110068,01186,Kitten's Joy  (米)  ,エリシェヴァ  ,Smart Strike  (加)  ,-1.4671831617962177,12
