,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父
0,1,1,サラフィエル,セ6,60.0,上野,鈴木慎,456(+12),美浦,2019101464,01087,ヤマニンセラフィム  ,ティフィン  ,トワイニング  Twining(米)  
1,2,2,ボルタドマール,セ6,60.0,伴,黒岩,516(+6),美浦,2019104842,01149,ストロングリターン  ,ハルマッタン  ,マンハッタンカフェ  
2,3,3,スズノイナズマ,セ7,60.0,大江圭,深山,474(-4),美浦,2018102811,01120,リーチザクラウン  ,フローラルウインド  ,アグネスタキオン  
3,4,4,イルディヴィーノ,セ5,57.0,▲坂口,稲垣,482(+2),美浦,2020103349,01211,キンシャサノキセキ  ,クローバーリーフ  ,タニノギムレット  
4,5,5,ゴールデンルーキー,牡4,60.0,草野,粕谷,478(+2),美浦,2021110146,01113,Catholic Boy  ,Gold N Shaft  ,Mineshaft  (米)  
5,6,6,トーアマリシテン,セ4,60.0,石神深,小島,448(-6),美浦,2021105335,01059,ビーチパトロール  Beach Patrol(米)  ,トーアヒミコ  ,クロフネ  
6,7,7,レッドラマンシュ,セ6,60.0,小牧加,庄野,480(-2),栗東,2019103920,01196,ロードカナロア  ,レッドシェリール  ,ゼンノロブロイ  
7,8,8,ベイビーベリッシモ,牡3,58.0,江田勇,大和田,488(+2),美浦,2022102728,01023,ロゴタイプ  ,カルテブランシェ  ,ゴールドアリュール  
8,8,9,デスティネ,牡8,57.0,▲土田,萱野,486(+8),美浦,2017106490,01198,リアルインパクト  ,スプリングドリュー  ,ミシル  Misil(米)  
