,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ドラギニャン,牡3,56.0,酒井,河嶋,420(+14),栗東,2022106684,01034,オルフェーヴル  ,ザデイ  ,シンボリクリスエス  ,-0.034836221061604625,5
1,1,2,ペリプルス,牡5,55.0,▲舟山,佐藤吉,446(-2),美浦,2020105796,01221,ゴールドシップ  ,マイネリベルタス  ,コンデュイット  Conduit(愛)  ,1.6384848207949105,2
2,2,3,マーゴットソラーレ,牡4,55.0,▲上里,伊坂,444(-2),美浦,2021104831,01217,ノヴェリスト  Novellist(愛)  ,インクレセント  ,アグネスタキオン  ,1.887494777692927,1
3,2,4,ベレーザフィン,牝3,52.0,△鷲頭,前川,424(-10),栗東,2022105092,01202,レイデオロ  ,モスカートローザ  ,ディープインパクト  ,-4.496969306989895,14
4,3,5,リアルファインド,牡4,58.0,吉田隼,小笠,508(-8),美浦,2021105784,01095,リアルスティール  ,マトリョーシカ  ,クロフネ  ,-2.3191137240377784,13
5,3,6,キングズトゥルー,牡3,56.0,丹内,大竹,450(+8),美浦,2022103510,01091,ウインブライト  ,クイーンズトゥルー  ,キングカメハメハ  ,1.1215122791544598,3
6,4,7,ブリヤディアマンテ,牡3,56.0,横山琉,小島,476(+4),美浦,2022104856,01192,サトノダイヤモンド  ,スパークオンアイス  ,シンボリクリスエス  ,-1.4988328801633277,10
7,4,8,ペプチドモガミ,セ3,56.0,富田,武英,462(+2),栗東,2022101270,01168,コパノリッキー  ,ペプチドセマム  ,エンパイアメーカー  Empire Maker(米)  ,-1.59872236944373,11
8,5,9,ジュンライデン,牡3,55.0,☆西塚,友道,514(-6),栗東,2022104899,01200,レイデオロ  ,チェリーコレクト  Cherry Collect(愛)  ,Oratorio  ,-0.6722452013945992,6
9,5,10,バーケンヘッド,牡3,53.0,▲石神道,武井,420(0),美浦,2022105227,01209,アドマイヤマーズ  ,アークロイヤル  ,ハービンジャー  Harbinger(英)  ,-0.9853117860744065,8
10,6,11,ダノンアンチュラス,牡3,56.0,菊沢,国枝,474(0),美浦,2022105687,01161,エピファネイア  ,アンチュラス  ,ディープインパクト  ,0.3956630066872992,4
11,6,12,サイレントグルーヴ,牝4,56.0,角田和,角田,492(-6),栗東,2021105274,01186,ドゥラメンテ  ,リメインサイレント  ,ホワイトマズル  White Muzzle(英)  ,-0.8276697656550311,7
12,7,13,ロードガレリア,牡3,56.0,小沢,藤岡,450(+12),栗東,2022100619,01185,フィエールマン  ,エトワールブリエ  ,ロードカナロア  ,-1.6341486204024156,12
13,7,14,ストラニエーロ,牝3,54.0,斎藤,尾関,454(+2),美浦,2022106613,01178,キズナ  ,アニエラ  ,Dubawi  ,-1.1327519560125388,9
14,8,15,オーサムユニバンス,牡4,58.0,石川,平田,432(+2),栗東,2021105687,01150,レイデオロ  ,ハッピーユニバンス  ,ジャングルポケット  ,-5.222220596652469,15
15,8,16,ボナーテソーロ,牡4,58.0,中井,牧,478(+4),美浦,2021106361,01141,Nathaniel  (愛)  ,エブリナイスガール  ,Mizzen Mast  ,-7.653531761145337,16
