,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,オーケーバーディー,牝4,56.0,横山琉,相沢,464(+6),美浦,2021100980,01192,シニスターミニスター  Sinister Minister(米)  ,セラファン  ,ベーカバド  Behkabad(仏)  ,-0.7372188309781494,11
1,2,2,アイファーグローブ,牡6,58.0,丸田,蛯名利,466(-2),美浦,2019101330,01117,アイファーソング  ,レディワシントン  ,Vindication  ,-3.88630113643475,15
2,2,3,トゥピ,牝5,56.0,杉原,田村,474(+2),美浦,2020106776,01135,シニスターミニスター  Sinister Minister(米)  ,ブラックティー  ,チーフベアハート  Chief Bearhart(加)  ,0.25853702361633013,4
3,3,4,グレイスオブゴッド,牝5,56.0,国分優,緒方,484(-2),栗東,2020103967,01125,ラニ  ,ネバーグレイス  ,スキャターザゴールド  Scatter the Gold(加)  ,-2.2146214943502422,13
4,3,5,グランキングオー,牡3,56.0,永島,高橋康,456(0),栗東,2022100664,01187,シニスターミニスター  Sinister Minister(米)  ,ケリーズアリュール  ,ゴールドアリュール  ,-0.3798421412088864,6
5,4,6,アレナパラシオ,牡4,58.0,富田,四位,480(+2),栗東,2021100752,01168,シニスターミニスター  Sinister Minister(米)  ,ルスナイプリンセス  ,ファスリエフ  Fasliyev(米)  ,-0.33387764658698327,5
6,4,7,ウインアルドーレ,牡4,58.0,国分恭,西園翔,504(+6),栗東,2021106192,01124,ビーチパトロール  Beach Patrol(米)  ,アルデュール  ,フレンチデピュティ  French Deputy(米)  ,-0.71322250456882,10
7,5,8,カペルブリュッケ,牡3,56.0,斎藤,浜田,468(+14),栗東,2022105262,01178,ドレフォン  Drefong(米)  ,エリンズロマーネ  ,ノヴェリスト  Novellist(愛)  ,1.5467925290255142,1
8,5,9,エンプレスフレーム,牝3,54.0,原田和,上原博,454(+4),美浦,2022107254,01143,カリフォルニアクローム  California Chrome(米)  ,トロピカルガーデン  ,ハイアーゲーム  ,-0.5347645839680482,8
9,6,10,サンドブラスト,牡4,58.0,菊沢,鈴木慎,494(-8),美浦,2021106941,01161,モーニン  ,マリンブラスト  ,アグネスデジタル  ,-1.2397731120184872,12
10,6,11,タカサンフェイス,牡5,58.0,丸山,森田,476(+10),栗東,2020101913,01127,ゴールドシップ  ,ウッドシップ  ,クロフネ  ,-0.6464066238825709,9
11,7,12,ミライヘノカギ,牡3,56.0,丹内,上原佑,528(0),美浦,2022102062,01091,モズアスコット  ,セラミックアート  ,フジキセキ  ,1.2003156156370443,2
12,7,13,パフ,牡4,58.0,西塚,橋口,476(-4),栗東,2021100292,01200,レイデオロ  ,アンジュエ  ,アグネスタキオン  ,-0.5187417610275612,7
13,8,14,サヴァビアン,牡7,58.0,石田,新開,444(+2),美浦,2018103473,01203,カレンブラックヒル  ,アンローランサン  ,フサイチコンコルド  ,-3.4954174788862002,14
14,8,15,アトラクティーボ,牡6,58.0,酒井,武藤,532(+10),美浦,2019100641,01034,ワンアンドオンリー  ,シャンパンルージュ  ,ファスリエフ  Fasliyev(米)  ,0.7194141138329526,3
