,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ハッピーラッキー,牡2,56.0,丸田,武市,454(-2),美浦,2023103137,01117,ウインブライト  ,スズカシャーマン  ,チチカステナンゴ  Chichicastenango(仏)  ,-1.5992148930464232,13
1,1,2,ユキノサイエンス,牝2,55.0,角田和,小野,406(+4),美浦,2023103256,01186,ノヴェリスト  Novellist(愛)  ,ユキノサンブライト  ,ブラックタイド  ,-0.17695282565723994,3
2,2,3,ヴァルボナ,牡2,56.0,丸山,田村,470(0),美浦,2023106721,01127,ミッキーアイル  ,マダムヴァシュモン  ,Teofilo  ,-0.673471599823087,5
3,2,4,ニシノコハルビヨリ,牝2,51.0,★河原田,尾形,420(+4),美浦,2023104699,01204,セイウンコウセイ  ,タビズキ  ,キンシャサノキセキ  ,0.14034558016405616,2
4,3,5,ドリーマーズ,牝2,55.0,杉原,伊藤大,430(+2),美浦,2023106598,01135,ベンバトル  Benbatl(英)  ,デイドリーマー  ,ネオユニヴァース  ,-1.438855271646276,12
5,3,6,ハネマン,牝2,52.0,▲上里,伊坂,414(-2),美浦,2023103936,01217,ファインニードル  ,オルレアンシェリ  ,ハービンジャー  Harbinger(英)  ,0.1412287961041518,1
6,4,7,ココソラーレ,牝2,53.0,△鷲頭,天間,432(-4),美浦,2023109031,01202,セイウンコウセイ  ,ニシノプレジール  ,オルフェーヴル  ,-3.430140004498448,16
7,4,8,マイネルユーゲント,牡2,53.0,▲石神道,加藤士,440(+2),美浦,2023100143,01209,インディチャンプ  ,ルタンデスリーズ  ,サクラバクシンオー  ,-1.9657126044861577,14
8,5,9,シャンペトルブーケ,牝2,53.0,◇今村,高橋一,438(+8),栗東,2023104942,01193,サトノダイヤモンド  ,エクストラペトル  ,キングカメハメハ  ,-1.0603450720297165,8
9,5,10,アンジュプロミス,牝2,52.0,▲古川奈,矢作,452(-10),栗東,2023102577,01190,ドレフォン  Drefong(米)  ,サンビスタ  ,スズカマンボ  ,-3.1278302064948638,15
10,6,11,エルドラド,牡2,56.0,原田和,蛯名利,468(+4),美浦,2023106347,01143,ファインニードル  ,マコトサンパギータ  ,ジャングルポケット  ,-1.0488117176311431,7
11,6,12,プレヒティヒ,牝2,52.0,▲石田,伊藤圭,406(+2),美浦,2023100202,01203,ダノンプレミアム  ,カルディア  ,ゼンノロブロイ  ,-1.0869595583860485,9
12,7,13,セイカユウヒ,牡2,56.0,横山琉,南田,414(+6),美浦,2023104140,01192,グレーターロンドン  ,セイカハルカゼ  ,グラスワンダー  ,-0.540207035933123,4
13,7,14,ミツカネマルテ,牝2,55.0,菊沢,本間,434(+6),美浦,2023104900,01161,シルバーステート  ,リミックスアルバム  ,キングカメハメハ  ,-0.7193413212300687,6
14,8,15,ヒッグスボソン,牡2,56.0,丹内,高橋忠,426(0),栗東,2023101122,01091,ファインニードル  ,サマーエモーション  ,Dubawi  ,-1.1346099527233606,10
15,8,16,インザライムライト,牝2,55.0,斎藤,和田雄,430(0),美浦,2023106441,01178,ベンバトル  Benbatl(英)  ,コスモフットライト  ,ネオユニヴァース  ,-1.1523269081119447,11
