,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,カステッロトゥーレ,牝2,55.0,長岡,杉山佳,410(0),栗東,2023103397,01142,エピファネイア,コンテッサトゥーレ,ディープインパクト,-0.45793529926370413,4
1,1,2,ショウナンタマユラ,牝2,55.0,田口,梅田,466(0),栗東,2023105772,01208,レイデオロ,ショウナンハイル,ハーツクライ,-1.1092271011574018,9
2,2,3,ナムラハリス,牝2,55.0,富田,宮地,430(0),栗東,2023100463,01168,リアルスティール,ブラウローゼン,ロードカナロア,-2.1481519271168947,15
3,2,4,レジェルテ,牡2,56.0,小沢,杉山晴,460(0),栗東,2023107303,01185,シュヴァルグラン,ラリズ,Bernstein,-0.450338146840613,3
4,3,5,キシダンチョウ,牡2,56.0,高杉,吉岡,504(0),栗東,2023106960,01213,ロードカナロア,キャリコ,ディープインパクト,0.027129994501996223,2
5,3,6,ヴェネラブル,牝2,55.0,ジェルー,吉村,444(0),栗東,2023102421,05680,ブラックタイド,マルーンドロップ,コンデュイット,-1.649269388448401,12
6,4,7,キシャール,牝2,55.0,松若,小椋,434(0),栗東,2023100685,01154,ダノンプレミアム,ドバウィディエティ,Dubawi,-1.8625851320069342,13
7,4,8,リアライズブライト,牡2,56.0,菱田,武幸,506(0),栗東,2023103325,01144,ブリックスアンドモルタル,アンブレラデート,エイシンフラッシュ,-2.592268070283205,16
8,5,9,クロミ,牝2,55.0,小崎,小崎,466(0),栗東,2023102150,01152,キタサンブラック,シウダニーニャ,Leroidesanimaux,-1.0505727207502193,8
9,5,10,スリールーディカ,牝2,52.0,▲田山,佐々木,438(0),栗東,2023106211,01220,Saxon Warrior,ルーディカ,Due Diligence,-0.789966238499085,6
10,6,11,アンコ,牝2,55.0,藤岡佑,武英,496(0),栗東,2023101440,01093,フィレンツェファイア,ファーマペニー,ジャングルポケット,-0.6037462773428092,5
11,6,12,デパーチャー,牝2,55.0,城戸,宮地,440(0),栗東,2023103275,01147,イスラボニータ,ウィローパドック,クロフネ,0.28506782722899704,1
12,7,13,ララファキュルテ,牡2,56.0,和田竜,斉藤崇,480(0),栗東,2023102845,01018,シスキン,ビットレート,スペシャルウィーク,-1.1515912576818028,10
13,7,14,リノルアナ,牡2,56.0,酒井,坂口,464(0),栗東,2023102878,01034,ディーマジェスティ,リノマカナ,マンハッタンカフェ,-1.9702903845074629,14
14,8,15,ミレニアルピンク,牝2,55.0,斎藤,安田,436(0),栗東,2023105679,01178,ラブリーデイ,フライングレディ,ディープインパクト,-1.167689243850867,11
15,8,16,オックスアイ,牡2,56.0,吉村,清水久,518(0),栗東,2023105810,01216,ダノンプレミアム,ハリケーンフラッグ,Storm Cat,-0.8154759478434812,7
