,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ノボリショウリュウ,牡4,58.0,高杉,石橋,栗東,2021102718,01213,リアルスティール  ,スウィングダンス  ,クロフネ  ,-0.1752228644632515,4
1,2,2,ストレングス,牡4,58.0,岩田望,寺島,栗東,2021106658,01174,シニスターミニスター  Sinister Minister(米)  ,ローレライ  ,ゴールドアリュール  ,-0.38893103800538653,5
2,3,3,タマモダイジョッキ,牡7,58.0,小沢,緒方,栗東,2018104332,01185,ヘニーヒューズ  Henny Hughes(米)  ,チャームポット  ,フジキセキ  ,-1.864303704786446,11
3,4,4,ローズバルサム,牝5,56.0,横山武,吉村,栗東,2020105625,01170,ブラックタイド  ,サリエル  ,キングカメハメハ  ,-1.6434745980733667,9
4,5,5,テーオーエルビス,牡3,56.0,坂井,高柳大,栗東,2022110081,01163,Volatile  ,Stopshoppingdebbie  ,Curlin  (米)  ,0.8275361568279572,1
5,5,6,フラップシグナス,牡6,58.0,菱田,千田,栗東,2019104660,01144,ローエングリン  ,ウララカ  ,ワイルドラッシュ  Wild Rush(米)  ,-1.808393509834119,10
6,6,7,ムーム,牝4,56.0,吉村,杉山佳,栗東,2021103061,01216,キンシャサノキセキ  ,エイシンスイーツ  ,シンボリクリスエス  ,-1.5312058088742526,7
7,6,8,メイショウクリフト,牡6,58.0,富田,笹田,栗東,2019104260,01168,シルバーステート  ,メイショウレクセラ  ,キングカメハメハ  ,-0.01874111192604891,3
8,7,9,メイショウタイゲイ,牡6,58.0,酒井,荒川,栗東,2019104169,01034,アジアエクスプレス  ,メイショウヒメユリ  ,ハーツクライ  ,0.7086233015011705,2
9,7,10,ネグレスコ,牝4,56.0,秋山稔,西園正,栗東,2021103214,01181,カリフォルニアクローム  California Chrome(米)  ,アイスブレイク  ,マンハッタンカフェ  ,-1.1851775233327175,6
10,8,11,カネコメシスター,牝6,56.0,団野,中尾,栗東,2019101055,01180,エスポワールシチー  ,キャンドルアイス  ,フォーティナイナー  Forty Niner(米)  ,-2.1860573597792565,12
11,8,12,スターペスカオリ,牝5,56.0,角田和,石橋,栗東,2020105929,01186,シニスターミニスター  Sinister Minister(米)  ,スターペスユウコ  ,バトルライン  ,-1.5559297325986092,8
