,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,アスターブジエ,牡5,53.0,古川吉,中竹,476(+8),栗東,2020103111,01015,オルフェーヴル  ,レッドカーラ  ,マンハッタンカフェ  ,-1.7918186673880414,7
1,2,2,フルール,牝5,53.0,佐々木,上原佑,496(+2),美浦,2020105656,01197,キズナ  ,レリカリオ  ,Malibu Moon  ,0.6372504870923806,2
2,3,3,ダンディズム,セ9,56.0,川又,野中,466(-2),栗東,2016102175,01166,マンハッタンカフェ  ,ビューティーコンテスト  Beauty Contest(愛)  ,Singspiel  (愛)  ,0.4167135147112675,3
3,4,4,ニシノレヴナント,セ5,55.0,小林美,上原博,480(-4),美浦,2020100254,01206,ネロ  ,ニシノアモーレ  ,コンデュイット  Conduit(愛)  ,-2.0643067605368675,8
4,5,5,キミノナハマリア,牝5,54.0,黛,千田,510(-2),栗東,2020102873,01109,ハービンジャー  Harbinger(英)  ,シャドウマリア  ,ヴィクトワールピサ  ,-0.8256260870394185,6
5,5,6,ゴールデンスナップ,牝5,55.0,浜中,田中克,470(+6),栗東,2020106909,01115,ゴールドシップ  ,メイショウジェイ  ,タニノギムレット  ,-0.10086628174829915,4
6,6,7,ミステリーウェイ,セ7,55.0,松本,小林,502(0),栗東,2018104638,01191,ジャスタウェイ  ,ジプシーハイウェイ  Gypsy Highway(愛)  ,High Chaparral  (愛)  ,0.7977448404005376,1
7,6,8,ディナースタ,牡6,56.0,舟山,辻野,484(-8),栗東,2019101507,01221,ドゥラメンテ  ,ラヴァリーノ  Ravarino(米)  ,Unbridled's Song  (米)  ,-2.1242335600810005,9
8,7,9,ランスオブクイーン,牝4,54.0,斎藤,奥村豊,450(0),栗東,2021104427,01178,タリスマニック  Talismanic(英)  ,マイプラーナ  ,マンハッタンカフェ  ,-2.844010010978001,11
9,7,10,エンドウノハナ,牡6,54.0,泉谷,中舘,488(-4),美浦,2019103888,01182,トーセンラー  ,ヌングロース  ,ハービンジャー  Harbinger(英)  ,-2.80408821041693,10
10,8,11,サンライズソレイユ,牡4,56.0,荻野琢,矢作,522(-2),栗東,2021105104,01112,キズナ  ,ソラリア  Solaria(智)  ,Scat Daddy  (米)  ,-0.4785341679052238,5
11,8,12,マイネルカンパーナ,牡5,56.0,丹内,青木,406(-2),美浦,2020105798,01091,ゴールドシップ  ,マンバラ  Manbala(仏)  ,Linamix  (仏)  ,-2.9364638863630845,12
