,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,シーンオブドリーム,牡3,57.0,斎藤,池江,532(0),栗東,2023105412,1178,キタサンブラック,パスーイングザドリーム,Dream Ahead,-1.0847598641532554,11,-0.0156843438428227,4,,7,53.4,47.0,56.5,2
1,2,2,レジェルテ,牡3,54.0,▲和田陽,柴田,462(+2),栗東,2023107303,1223,シュヴァルグラン,ラリズ,Bernstein,0.3134896079390324,5,0.0,3,,2,53.5,53.5,55.0,3
2,3,3,タロ,牡3,55.0,△田山,新谷,468(+4),栗東,2023102726,1220,リーチザクラウン,エンゲージスマイル,シンボリクリスエス,0.3134896079390324,5,0.0,2,,4,54.0,48.6,50.8,5
3,3,4,リュウゴピュア,牡3,54.0,▲大久保,小野,498(+8),美浦,2023101532,1194,リアルインパクト,ピュアゴシップ,Pure Prize,-1.0847598641532554,11,-0.0156843438428227,14,,10,42.2,46.1,42.8,12
4,4,5,ユイアンゴロー,牡3,57.0,原田和,栗田,480(-8),美浦,2023103144,1143,サトノダイヤモンド,パーフェクトワン,ノヴェリスト,-1.1261254889071275,13,-0.0161483473664158,13,,8,42.4,46.6,42.5,14
5,4,6,コイオステソーロ,牡3,57.0,丹内,高木,524(+6),美浦,2023104193,1091,ナダル,クァンタムミス,Smoke Glacken,1.4933118946313706,1,0.0132342180614009,1,,1,81.0,83.9,80.6,1
6,5,7,ブリックアブラック,牡3,57.0,武藤,高木,452(0),美浦,2023102410,1169,ブリックスアンドモルタル,ブラックオニキス,ブラックタイド,0.266375925740724,8,-0.000528480221912,11,,3,42.6,50.2,42.9,11
7,5,8,トコトコクマチ,牡3,55.0,△柴田裕,岡田,492(+12),栗東,2023104077,1212,ホッコータルマエ,ムニン,Bernardini,0.3134896079390324,5,0.0,9,,9,45.8,46.6,45.8,9
8,6,9,ファフロツキーズ,牡3,57.0,富田,野中,474(-8),栗東,2023106304,1168,キタサンブラック,フライングニンバス,Awesome Again,1.3343039954575686,3,0.0114506060421273,10,,12,43.4,45.8,43.2,10
9,6,10,サマーナジュム,牡3,57.0,中井,角田,498(+8),栗東,2023104379,1141,キズナ,ヴォルドニュイ,Sky Mesa,-1.1261254889071275,13,-0.0161483473664158,5,,6,51.4,47.1,52.6,4
10,7,11,ボールドタワー,牡3,57.0,横山琉,鈴木慎,488(+12),美浦,2023103016,1192,タワーオブロンドン,アキノバレリーナ,ハーツクライ,1.4933118946313706,1,0.0132342180614009,7,,11,49.6,46.0,48.0,7
11,7,12,サルサブラヴァ,牡3,57.0,石川,奥村武,514(+6),美浦,2023103778,1150,シニスターミニスター,サルサドゥーラ,ゴールドアリュール,-0.1486483200356654,10,-0.0051838604697048,8,,14,47.3,45.3,46.8,8
12,8,13,モアザンファイア,セ3,55.0,◇今村,武井,534(+10),美浦,2023101068,1193,ベストウォーリア,マッシヴエレガンス,ディープブリランテ,0.266375925740724,8,-0.000528480221912,12,,13,42.5,45.5,42.6,13
13,8,14,カシノスパーク,牡3,54.0,▲石神道,天間,464(+6),美浦,2023105779,1209,ロジャーバローズ,ビジューブランシュ,Hansen,0.3134896079390324,5,0.0,6,,5,51.0,47.9,49.8,6
