,race_time,race_id,race_name
0,0935,202507030401,2歳未勝利
1,0945,202504020401,3歳以上障害未勝利
2,0955,202501010401,2歳未勝利
3,1010,202507030402,2歳新馬
4,1020,202504020402,2歳新馬
5,1030,202501010402,3歳未勝利
6,1040,202507030403,2歳新馬
7,1050,202504020403,2歳未勝利
8,1100,202501010403,3歳未勝利
9,1110,202507030404,3歳未勝利
10,1120,202504020404,2歳新馬
11,1130,202501010404,3歳未勝利
12,1140,202507030405,3歳未勝利
13,1150,202504020405,3歳未勝利
14,1220,202501010405,2歳新馬
15,1250,202501010406,3歳未勝利
16,1320,202501010407,3歳以上1勝クラス
17,1350,202501010408,3歳以上1勝クラス
18,1420,202501010409,3歳以上2勝クラス
19,1450,202501010410,苫小牧特別
20,1501,202507030406,桶狭間S
21,1510,202504020406,月岡温泉特別
22,1525,202501010411,クイーンS
23,1535,202507030407,名鉄杯
24,1545,202504020407,アイビスSD
25,1601,202501010412,積丹特別
26,1610,202507030408,納屋橋特別
27,1620,202504020408,燕特別
28,1645,202507030409,3歳未勝利
29,1655,202504020409,3歳未勝利
30,1720,202507030410,3歳以上1勝クラス
31,1725,202504020410,3歳以上1勝クラス
32,1745,202507030411,3歳以上1勝クラス
33,1755,202504020411,3歳未勝利
34,1815,202507030412,3歳以上1勝クラス
35,1825,202504020412,3歳以上1勝クラス
