,race_time,race_id,race_name
0,0950,202402010301,3歳未勝利
1,1001,202408040501,3歳以上障害OP
2,1010,202405030501,3歳未勝利
3,1025,202402010302,3歳未勝利
4,1035,202408040502,3歳未勝利
5,1045,202405030502,3歳未勝利
6,1055,202402010303,3歳未勝利
7,1105,202408040503,3歳未勝利
8,1115,202405030503,3歳未勝利
9,1125,202402010304,3歳未勝利
10,1135,202408040504,3歳未勝利
11,1145,202405030504,3歳未勝利
12,1215,202402010305,2歳新馬
13,1225,202408040505,2歳新馬
14,1235,202405030505,2歳新馬
15,1245,202402010306,2歳新馬
16,1255,202408040506,3歳未勝利
17,1305,202405030506,2歳新馬
18,1315,202402010307,3歳未勝利
19,1325,202408040507,3歳以上1勝クラス
20,1335,202405030507,3歳未勝利
21,1345,202402010308,3歳以上1勝クラス
22,1355,202408040508,3歳以上1勝クラス
23,1405,202405030508,3歳以上1勝クラス
24,1415,202402010309,下北半島特別
25,1425,202408040509,稲荷特別
26,1435,202405030509,三浦特別
27,1450,202402010310,奥尻特別
28,1501,202408040510,保津峡S
29,1510,202405030510,立川特別
30,1525,202402010311,STV杯
31,1535,202408040511,米子S
32,1545,202405030511,多摩川S
33,1605,202402010312,3歳以上1勝クラス
34,1615,202408040512,3歳以上1勝クラス
35,1630,202405030512,3歳以上1勝クラス
