,race_time,race_id,race_name,grade
0,0940,202604020501,2歳未勝利,
1,0950,202607020501,2歳未勝利,
2,1000,202601010501,3歳未勝利,
3,1010,202604020502,2歳新馬,
4,1020,202607020502,2歳新馬,
5,1030,202601010502,2歳未勝利,
6,1040,202604020503,2歳新馬,
7,1050,202607020503,3歳未勝利,
8,1100,202601010503,3歳未勝利,
9,1110,202604020504,3歳未勝利,
10,1120,202607020504,3歳未勝利,
11,1130,202601010504,3歳以上1勝クラス,
12,1145,202604020505,3歳未勝利,
13,1150,202607020505,3歳以上1勝クラス,
14,1220,202601010505,2歳新馬,
15,1250,202601010506,3歳未勝利,
16,1320,202601010507,3歳以上1勝クラス,
17,1355,202601010508,3歳未勝利,
18,1420,202601010509,3歳以上1勝クラス,
19,1450,202601010510,藻岩山特別,
20,1501,202604020506,三面川特別,
21,1510,202607020506,納屋橋特別,
22,1525,202601010511,エルムS,G3
23,1535,202604020507,関越S,
24,1545,202607020507,三河S,
25,1601,202601010512,摩周湖特別,
26,1610,202604020508,ダリア賞,
27,1620,202607020508,恵那特別,
28,1645,202604020509,3歳以上1勝クラス,
29,1655,202607020509,3歳以上障害OP,
30,1720,202604020510,3歳以上1勝クラス,
31,1730,202607020510,3歳未勝利,
32,1750,202604020511,3歳以上1勝クラス,
33,1800,202607020511,3歳以上1勝クラス,
34,1820,202604020512,3歳未勝利,
35,1830,202607020512,3歳未勝利,
