,race_time,race_id,race_name,grade
0,0945,202609040601,3歳以上障害未勝利,
1,1000,202606040601,2歳未勝利,
2,1020,202609040602,2歳未勝利,
3,1035,202606040602,2歳未勝利,
4,1050,202609040603,2歳未勝利,
5,1105,202606040603,2歳未勝利,
6,1120,202609040604,2歳新馬,
7,1135,202606040604,2歳新馬,
8,1210,202609040605,2歳新馬,
9,1225,202606040605,2歳新馬,
10,1240,202609040606,3歳以上1勝クラス,
11,1255,202606040606,3歳以上1勝クラス,
12,1310,202609040607,3歳以上1勝クラス,
13,1325,202606040607,3歳以上1勝クラス,
14,1340,202609040608,3歳以上1勝クラス,
15,1355,202606040608,3歳以上1勝クラス,
16,1410,202609040609,夕月特別,
17,1425,202606040609,松戸特別,
18,1450,202609040610,鳥取特別,
19,1505,202606040610,汐留特別,
20,1530,202609040611,道頓堀S,
21,1545,202606040611,オールカマー,G2
22,1610,202609040612,3歳以上1勝クラス,
23,1630,202606040612,3歳以上1勝クラス,
