,race_time,race_id,race_name,grade
0,0945,202606040301,2歳未勝利,
1,1000,202609040301,3歳以上障害未勝利,
2,1020,202606040302,2歳未勝利,
3,1035,202609040302,2歳未勝利,
4,1050,202606040303,3歳未勝利,
5,1105,202609040303,2歳未勝利,
6,1120,202606040304,3歳未勝利,
7,1135,202609040304,3歳未勝利,
8,1210,202606040305,2歳新馬,
9,1225,202609040305,2歳新馬,
10,1240,202606040306,2歳新馬,
11,1255,202609040306,2歳新馬,
12,1310,202606040307,3歳未勝利,
13,1325,202609040307,3歳未勝利,
14,1340,202606040308,3歳以上1勝クラス,
15,1355,202609040308,3歳以上1勝クラス,
16,1410,202606040309,御宿特別,
17,1425,202609040309,瀬戸内海特別,
18,1450,202606040310,レインボーS,
19,1505,202609040310,竹田城S,
20,1530,202606040311,ラジオ日本賞,
21,1545,202609040311,チャレンジC,G3
22,1610,202606040312,3歳以上1勝クラス,
23,1630,202609040312,3歳以上1勝クラス,
