,race_time,race_id,race_name,grade
0,0945,202609040901,3歳以上障害未勝利,
1,1000,202606040901,2歳未勝利,
2,1020,202609040902,2歳未勝利,
3,1035,202606040902,2歳未勝利,
4,1050,202609040903,2歳未勝利,
5,1105,202606040903,2歳未勝利,
6,1120,202609040904,2歳未勝利,
7,1135,202606040904,2歳新馬,
8,1210,202609040905,2歳新馬,
9,1225,202606040905,2歳新馬,
10,1240,202609040906,2歳新馬,
11,1255,202606040906,3歳以上1勝クラス,
12,1310,202609040907,3歳以上1勝クラス,
13,1325,202606040907,3歳以上1勝クラス,
14,1340,202609040908,3歳以上1勝クラス,
15,1355,202606040908,3歳以上2勝クラス,
16,1410,202609040909,兵庫特別,
17,1425,202606040909,サフラン賞,
18,1445,202609040910,堺S,
19,1500,202606040910,茨城新聞杯,
20,1520,202609040911,ポートアイランドS,
21,1540,202606040911,スプリンターズS,G1
22,1605,202609040912,3歳以上2勝クラス,
23,1630,202606040912,外房S,
