,race_time,race_id,race_name
0,0950,202507010201,3歳未勝利
1,1005,202506010201,3歳未勝利
2,1020,202507010202,3歳未勝利
3,1035,202506010202,3歳未勝利
4,1050,202507010203,3歳新馬
5,1105,202506010203,3歳未勝利
6,1120,202507010204,3歳1勝クラス
7,1135,202506010204,4歳以上1勝クラス
8,1210,202507010205,3歳未勝利
9,1225,202506010205,3歳新馬
10,1240,202507010206,3歳未勝利
11,1255,202506010206,3歳未勝利
12,1310,202507010207,4歳以上1勝クラス
13,1325,202506010207,3歳1勝クラス
14,1345,202507010208,4歳以上1勝クラス
15,1400,202506010208,中山新春JS
16,1420,202507010209,天竜川特別
17,1435,202506010209,初茜賞
18,1455,202507010210,寿S
19,1510,202506010210,初日の出賞
20,1530,202507010211,万葉S
21,1545,202506010211,サンライズS
22,1610,202507010212,4歳以上2勝クラス
23,1625,202506010212,4歳以上1勝クラス
