,race_time,race_id,race_name
0,0950,202410020801,3歳未勝利
1,1001,202409010401,3歳未勝利
2,1010,202406020401,3歳未勝利
3,1020,202410020802,3歳未勝利
4,1030,202409010402,3歳未勝利
5,1040,202406020402,3歳未勝利
6,1050,202410020803,4歳以上1勝クラス
7,1100,202409010403,3歳未勝利
8,1110,202406020403,3歳未勝利
9,1120,202410020804,4歳以上障害未勝利
10,1130,202409010404,3歳未勝利
11,1140,202406020404,3歳1勝クラス
12,1210,202410020805,3歳未勝利
13,1220,202409010405,3歳1勝クラス
14,1230,202406020405,3歳未勝利
15,1240,202410020806,3歳未勝利
16,1250,202409010406,4歳以上1勝クラス
17,1300,202406020406,3歳未勝利
18,1310,202410020807,4歳以上1勝クラス
19,1320,202409010407,4歳以上1勝クラス
20,1330,202406020407,4歳以上1勝クラス
21,1340,202410020808,4歳以上1勝クラス
22,1350,202409010408,アルメリア賞
23,1401,202406020408,4歳以上2勝クラス
24,1415,202410020809,脊振山特別
25,1425,202409010409,4歳以上2勝クラス
26,1435,202406020409,湾岸S
27,1450,202410020810,西日本新聞杯
28,1501,202409010410,戎橋S
29,1510,202406020410,総武S
30,1525,202410020811,関門橋S
31,1535,202409010411,大阪城S
32,1545,202406020411,弥生賞ディープインパクト記念
33,1601,202410020812,4歳以上1勝クラス
34,1610,202409010412,4歳以上2勝クラス
35,1625,202406020412,4歳以上2勝クラス
