,race_time,race_id,race_name,grade
0,0945,202606040801,2歳未勝利,
1,1000,202609040801,2歳未勝利,
2,1015,202606040802,2歳未勝利,
3,1030,202609040802,2歳未勝利,
4,1045,202606040803,2歳新馬,
5,1100,202609040803,2歳未勝利,
6,1120,202606040804,清秋JS,
7,1135,202609040804,2歳新馬,
8,1210,202606040805,2歳新馬,
9,1225,202609040805,2歳新馬,
10,1240,202606040806,3歳以上1勝クラス,
11,1255,202609040806,3歳以上1勝クラス,
12,1310,202606040807,3歳以上1勝クラス,
13,1325,202609040807,3歳以上1勝クラス,
14,1340,202606040808,3歳以上1勝クラス,
15,1355,202609040808,3歳以上1勝クラス,
16,1410,202606040809,芙蓉S,
17,1425,202609040809,ヤマボウシ賞,
18,1450,202606040810,勝浦特別,
19,1505,202609040810,野分特別,
20,1530,202606040811,秋風S,
21,1545,202609040811,シリウスS,G3
22,1610,202606040812,3歳以上2勝クラス,
23,1630,202609040812,3歳以上2勝クラス,
