,race_time,race_id,race_name
0,0950,202410030601,3歳以上障害未勝利
1,1001,202403020601,2歳未勝利
2,1010,202402011201,2歳未勝利
3,1025,202410030602,2歳未勝利
4,1035,202403020602,2歳未勝利
5,1045,202402011202,3歳未勝利
6,1055,202410030603,3歳未勝利
7,1105,202403020603,3歳未勝利
8,1115,202402011203,3歳未勝利
9,1125,202410030604,3歳未勝利
10,1135,202403020604,3歳未勝利
11,1145,202402011204,3歳未勝利
12,1215,202410030605,2歳新馬
13,1225,202403020605,2歳新馬
14,1235,202402011205,2歳新馬
15,1245,202410030606,2歳新馬
16,1255,202403020606,2歳新馬
17,1305,202402011206,3歳未勝利
18,1315,202410030607,3歳未勝利
19,1325,202403020607,3歳未勝利
20,1335,202402011207,3歳以上1勝クラス
21,1345,202410030608,3歳以上1勝クラス
22,1355,202403020608,3歳以上1勝クラス
23,1405,202402011208,3歳以上1勝クラス
24,1415,202410030609,青島特別
25,1426,202403020609,横手特別
26,1436,202402011209,臥牛山特別
27,1450,202410030610,西部日刊S杯
28,1501,202403020610,阿武隈S
29,1511,202402011210,駒場特別
30,1525,202410030611,佐世保S
31,1535,202403020611,福島テレビOP
32,1545,202402011211,函館記念
33,1605,202410030612,3歳以上1勝クラス
34,1620,202403020612,3歳以上1勝クラス
35,1630,202402011212,湯の川温泉特別
