,race_time,race_id,race_name,grade
0,0940,202604030301,3歳以上障害未勝利,
1,0950,202607030301,2歳未勝利,
2,1000,202601020301,3歳未勝利,
3,1015,202604030302,3歳未勝利,
4,1025,202607030302,2歳未勝利,
5,1030,202601020302,2歳未勝利,
6,1045,202604030303,2歳未勝利,
7,1055,202607030303,2歳新馬,
8,1100,202601020303,2歳未勝利,
9,1115,202604030304,2歳新馬,
10,1125,202607030304,3歳未勝利,
11,1130,202601020304,3歳未勝利,
12,1145,202604030305,3歳未勝利,
13,1155,202607030305,3歳未勝利,
14,1220,202601020305,2歳新馬,
15,1250,202601020306,3歳未勝利,
16,1320,202601020307,3歳以上1勝クラス,
17,1350,202601020308,3歳以上1勝クラス,
18,1420,202601020309,3歳以上1勝クラス,
19,1435,202604030306,新発田城特別,
20,1450,202601020310,すずらん賞,
21,1500,202607030306,清洲特別,
22,1510,202604030307,赤倉特別,
23,1525,202601020311,札幌日刊スポーツ杯,
24,1535,202607030307,長篠S,
25,1545,202604030308,BSN賞,
26,1600,202601020312,千歳特別,
27,1610,202607030308,桑名特別,
28,1625,202604030309,3歳以上1勝クラス,
29,1645,202607030309,3歳以上1勝クラス,
30,1700,202604030310,3歳以上1勝クラス,
31,1715,202607030310,3歳以上1勝クラス,
32,1730,202604030311,3歳未勝利,
33,1745,202607030311,3歳以上1勝クラス,
34,1805,202604030312,3歳未勝利,
35,1815,202607030312,3歳未勝利,
