,race_time,race_id,race_name,grade
0,0945,202606040701,3歳以上障害未勝利,
1,1000,202609040701,2歳未勝利,
2,1020,202606040702,2歳未勝利,
3,1035,202609040702,2歳未勝利,
4,1050,202606040703,2歳未勝利,
5,1105,202609040703,2歳未勝利,
6,1120,202606040704,2歳未勝利,
7,1135,202609040704,2歳新馬,
8,1210,202606040705,2歳新馬,
9,1225,202609040705,2歳新馬,
10,1240,202606040706,2歳新馬,
11,1255,202609040706,3歳以上1勝クラス,
12,1310,202606040707,3歳以上1勝クラス,
13,1325,202609040707,3歳以上1勝クラス,
14,1340,202606040708,3歳以上1勝クラス,
15,1355,202609040708,3歳以上1勝クラス,
16,1410,202606040709,鋸山特別,
17,1425,202609040709,新涼特別,
18,1450,202606040710,ディープインパクトC,
19,1505,202609040710,キタサンブラックC,
20,1530,202606040711,JRAアニバーサリーS,
21,1545,202609040711,神戸新聞杯,G2
22,1610,202606040712,3歳以上1勝クラス,
23,1630,202609040712,3歳以上1勝クラス,
